#1:kx	2:ky	3:E1	4:E2
3.26726	4.77522	-2.48607	2.48607
3.26726	4.90088	-2.5326	2.5326
3.26726	5.02655	-2.57721	2.57721
3.26726	5.15221	-2.61933	2.61933
3.26726	5.27788	-2.65841	2.65841
3.26726	5.40354	-2.69399	2.69399
3.26726	5.5292	-2.72565	2.72565
3.26726	5.65487	-2.75303	2.75303
3.26726	5.78053	-2.77585	2.77585
3.26726	5.90619	-2.79384	2.79384
3.26726	6.03186	-2.80683	2.80683
3.26726	6.15752	-2.81467	2.81467

3.39292	0	-2.78435	2.78435
3.39292	0.125664	-2.78222	2.78222
3.39292	0.251327	-2.77585	2.77585
3.39292	0.376991	-2.7653	2.7653
3.39292	0.502655	-2.75071	2.75071
3.39292	0.628319	-2.73224	2.73224
3.39292	0.753982	-2.7101	2.7101
3.39292	0.879646	-2.68456	2.68456
3.39292	1.00531	-2.65592	2.65592
3.39292	1.13097	-2.62455	2.62455
3.39292	1.25664	-2.59085	2.59085
3.39292	1.3823	-2.55528	2.55528
3.39292	1.50796	-2.51831	2.51831
3.39292	1.63363	-2.4805	2.4805
3.39292	1.75929	-2.4424	2.4424
3.39292	1.88496	-2.40463	2.40463
3.39292	2.01062	-2.3678	2.3678
3.39292	2.13628	-2.33256	2.33256
3.39292	2.26195	-2.29955	2.29955
3.39292	2.38761	-2.26939	2.26939
3.39292	2.51327	-2.24268	2.24268
3.39292	2.63894	-2.21999	2.21999
3.39292	2.7646	-2.20179	2.20179
3.39292	2.89027	-2.18848	2.18848
3.39292	3.01593	-2.18037	2.18037
3.39292	3.14159	-2.17765	2.17765
3.39292	3.26726	-2.18037	2.18037
3.39292	3.39292	-2.18848	2.18848
3.39292	3.51858	-2.20179	2.20179
3.39292	3.64425	-2.21999	2.21999
3.39292	3.76991	-2.24268	2.24268
3.39292	3.89557	-2.26939	2.26939
3.39292	4.02124	-2.29955	2.29955
3.39292	4.1469	-2.33256	2.33256
3.39292	4.27257	-2.3678	2.3678
3.39292	4.39823	-2.40463	2.40463
3.39292	4.52389	-2.4424	2.4424
3.39292	4.64956	-2.4805	2.4805
3.39292	4.77522	-2.51831	2.51831
3.39292	4.90088	-2.55528	2.55528
3.39292	5.02655	-2.59085	2.59085
3.39292	5.15221	-2.62455	2.62455
3.39292	5.27788	-2.65592	2.65592
3.39292	5.40354	-2.68456	2.68456
3.39292	5.5292	-2.7101	2.7101
3.39292	5.65487	-2.73224	2.73224
3.39292	5.78053	-2.75071	2.75071
3.39292	5.90619	-2.7653	2.7653
3.39292	6.03186	-2.77585	2.77585
3.39292	6.15752	-2.78222	2.78222

3.51858	0	-2.73092	2.73092
3.51858	0.125664	-2.7296	2.7296
3.51858	0.251327	-2.72565	2.72565
3.51858	0.376991	-2.71912	2.71912
3.51858	0.502655	-2.7101	2.7101
3.51858	0.628319	-2.69871	2.69871
3.51858	0.753982	-2.68509	2.68509
3.51858	0.879646	-2.66943	2.66943
3.51858	1.00531	-2.65195	2.65195
3.51858	1.13097	-2.63287	2.63287
3.51858	1.25664	-2.61249	2.61249
3.51858	1.3823	-2.59108	2.59108
3.51858	1.50796	-2.56896	2.56896
3.51858	1.63363	-2.54648	2.54648
3.51858	1.75929	-2.52397	2.52397
3.51858	1.88496	-2.50181	2.50181
3.51858	2.01062	-2.48034	2.48034
3.51858	2.13628	-2.45994	2.45994
3.51858	2.26195	-2.44096	2.44096
3.51858	2.38761	-2.42372	2.42372
3.51858	2.51327	-2.40855	2.40855
3.51858	2.63894	-2.39572	2.39572
3.51858	2.7646	-2.38548	2.38548
3.51858	2.89027	-2.37802	2.37802
3.51858	3.01593	-2.37348	2.37348
3.51858	3.14159	-2.37196	2.37196
3.51858	3.26726	-2.37348	2.37348
3.51858	3.39292	-2.37802	2.37802
3.51858	3.51858	-2.38548	2.38548
3.51858	3.64425	-2.39572	2.39572
3.51858	3.76991	-2.40855	2.40855
3.51858	3.89557	-2.42372	2.42372
3.51858	4.02124	-2.44096	2.44096
3.51858	4.1469	-2.45994	2.45994
3.51858	4.27257	-2.48034	2.48034
3.51858	4.39823	-2.50181	2.50181
3.51858	4.52389	-2.52397	2.52397
3.51858	4.64956	-2.54648	2.54648
3.51858	4.77522	-2.56896	2.56896
3.51858	4.90088	-2.59108	2.59108
3.51858	5.02655	-2.61249	2.61249
3.51858	5.15221	-2.63287	2.63287
3.51858	5.27788	-2.65195	2.65195
3.51858	5.40354	-2.66943	2.66943
3.51858	5.5292	-2.68509	2.68509
3.51858	5.65487	-2.69871	2.69871
3.51858	5.78053	-2.7101	2.7101
3.51858	5.90619	-2.71912	2.71912
3.51858	6.03186	-2.72565	2.72565
3.51858	6.15752	-2.7296	2.7296

3.64425	0	-2.65926	2.65926
3.64425	0.125664	-2.65905	2.65905
3.64425	0.251327	-2.65841	2.65841
3.64425	0.376991	-2.65737	2.65737
3.64425	0.502655	-2.65592	2.65592
3.64425	0.628319	-2.65411	2.65411
3.64425	0.753982	-2.65195	2.65195
3.64425	0.879646	-2.64947	2.64947
3.64425	1.00531	-2.64672	2.64672
3.64425	1.13097	-2.64374	2.64374
3.64425	1.25664	-2.64057	2.64057
3.64425	1.3823	-2.63727	2.63727
3.64425	1.50796	-2.63388	2.63388
3.64425	1.63363	-2.63047	2.63047
3.64425	1.75929	-2.62707	2.62707
3.64425	1.88496	-2.62375	2.62375
3.64425	2.01062	-2.62056	2.62056
3.64425	2.13628	-2.61755	2.61755
3.64425	2.26195	-2.61477	2.61477
3.64425	2.38761	-2.61226	2.61226
3.64425	2.51327	-2.61006	2.61006
3.64425	2.63894	-2.60821	2.60821
3.64425	2.7646	-2.60674	2.60674
3.64425	2.89027	-2.60567	2.60567
3.64425	3.01593	-2.60503	2.60503
3.64425	3.14159	-2.60481	2.60481
3.64425	3.26726	-2.60503	2.60503
3.64425	3.39292	-2.60567	2.60567
3.64425	3.51858	-2.60674	2.60674
3.64425	3.64425	-2.60821	2.60821
3.64425	3.76991	-2.61006	2.61006
3.64425	3.89557	-2.61226	2.61226
3.64425	4.02124	-2.61477	2.61477
3.64425	4.1469	-2.61755	2.61755
3.64425	4.27257	-2.62056	2.62056
3.64425	4.39823	-2.62375	2.62375
3.64425	4.52389	-2.62707	2.62707
3.64425	4.64956	-2.63047	2.63047
3.64425	4.77522	-2.63388	2.63388
3.64425	4.90088	-2.63727	2.63727
3.64425	5.02655	-2.64057	2.64057
3.64425	5.15221	-2.64374	2.64374
3.64425	5.27788	-2.64672	2.64672
3.64425	5.40354	-2.64947	2.64947
3.64425	5.5292	-2.65195	2.65195
3.64425	5.65487	-2.65411	2.65411
3.64425	5.78053	-2.65592	2.65592
3.64425	5.90619	-2.65737	2.65737
3.64425	6.03186	-2.65841	2.65841
3.64425	6.15752	-2.65905	2.65905

3.76991	0	-2.57255	2.57255
3.76991	0.125664	-2.57372	2.57372
3.76991	0.251327	-2.57721	2.57721
3.76991	0.376991	-2.58296	2.58296
3.76991	0.502655	-2.59085	2.59085
3.76991	0.628319	-2.60076	2.60076
3.76991	0.753982	-2.61249	2.61249
3.76991	0.879646	-2.62584	2.62584
3.76991	1.00531	-2.64057	2.64057
3.76991	1.13097	-2.65644	2.65644
3.76991	1.25664	-2.67318	2.67318
3.76991	1.3823	-2.69051	2.69051
3.76991	1.50796	-2.70814	2.70814
3.76991	1.63363	-2.72579	2.72579
3.76991	1.75929	-2.74319	2.74319
3.76991	1.88496	-2.76008	2.76008
3.76991	2.01062	-2.77619	2.77619
3.76991	2.13628	-2.79129	2.79129
3.76991	2.26195	-2.80516	2.80516
3.76991	2.38761	-2.8176	2.8176
3.76991	2.51327	-2.82843	2.82843
3.76991	2.63894	-2.8375	2.8375
3.76991	2.7646	-2.84469	2.84469
3.76991	2.89027	-2.84989	2.84989
3.76991	3.01593	-2.85305	2.85305
3.76991	3.14159	-2.8541	2.8541
3.76991	3.26726	-2.85305	2.85305
3.76991	3.39292	-2.84989	2.84989
3.76991	3.51858	-2.84469	2.84469
3.76991	3.64425	-2.8375	2.8375
3.76991	3.76991	-2.82843	2.82843
3.76991	3.89557	-2.8176	2.8176
3.76991	4.02124	-2.80516	2.80516
3.76991	4.1469	-2.79129	2.79129
3.76991	4.27257	-2.77619	2.77619
3.76991	4.39823	-2.76008	2.76008
3.76991	4.52389	-2.74319	2.74319
3.76991	4.64956	-2.72579	2.72579
3.76991	4.77522	-2.70814	2.70814
3.76991	4.90088	-2.69051	2.69051
3.76991	5.02655	-2.67318	2.67318
3.76991	5.15221	-2.65644	2.65644
3.76991	5.27788	-2.64057	2.64057
3.76991	5.40354	-2.62584	2.62584
3.76991	5.5292	-2.61249	2.61249
3.76991	5.65487	-2.60076	2.60076
3.76991	5.78053	-2.59085	2.59085
3.76991	5.90619	-2.58296	2.58296
3.76991	6.03186	-2.57721	2.57721
3.76991	6.15752	-2.57372	2.57372

3.89557	0	-2.47499	2.47499
3.89557	0.125664	-2.47778	2.47778
3.89557	0.251327	-2.48607	2.48607
3.89557	0.376991	-2.49968	2.49968
3.89557	0.502655	-2.51831	2.51831
3.89557	0.628319	-2.54157	2.54157
3.89557	0.753982	-2.56896	2.56896
3.89557	0.879646	-2.59994	2.59994
3.89557	1.00531	-2.63388	2.63388
3.89557	1.13097	-2.67017	2.67017
3.89557	1.25664	-2.70814	2.70814
3.89557	1.3823	-2.74713	2.74713
3.89557	1.50796	-2.7865	2.7865
3.89557	1.63363	-2.82564	2.82564
3.89557	1.75929	-2.86393	2.86393
3.89557	1.88496	-2.90083	2.90083
3.89557	2.01062	-2.93582	2.93582
3.89557	2.13628	-2.96842	2.96842
3.89557	2.26195	-2.99819	2.99819
3.89557	2.38761	-3.02478	3.02478
3.89557	2.51327	-3.04783	3.04783
3.89557	2.63894	-3.06707	3.06707
3.89557	2.7646	-3.08228	3.08228
3.89557	2.89027	-3.09327	3.09327
3.89557	3.01593	-3.09991	3.09991
3.89557	3.14159	-3.10214	3.10214
3.89557	3.26726	-3.09991	3.09991
3.89557	3.39292	-3.09327	3.09327
3.89557	3.51858	-3.08228	3.08228
3.89557	3.64425	-3.06707	3.06707
3.89557	3.76991	-3.04783	3.04783
3.89557	3.89557	-3.02478	3.02478
3.89557	4.02124	-2.99819	2.99819
3.89557	4.1469	-2.96842	2.96842
3.89557	4.27257	-2.93582	2.93582
3.89557	4.39823	-2.90083	2.90083
3.89557	4.52389	-2.86393	2.86393
3.89557	4.64956	-2.82564	2.82564
3.89557	4.77522	-2.7865	2.7865
3.89557	4.90088	-2.74713	2.74713
3.89557	5.02655	-2.70814	2.70814
3.89557	5.15221	-2.67017	2.67017
3.89557	5.27788	-2.63388	2.63388
3.89557	5.40354	-2.59994	2.59994
3.89557	5.5292	-2.56896	2.56896
3.89557	5.65487	-2.54157	2.54157
3.89557	5.78053	-2.51831	2.51831
3.89557	5.90619	-2.49968	2.49968
3.89557	6.03186	-2.48607	2.48607
3.89557	6.15752	-2.47778	2.47778

4.02124	0	-2.37176	2.37176
4.02124	0.125664	-2.37632	2.37632
4.02124	0.251327	-2.3899	2.3899
4.02124	0.376991	-2.41212	2.41212
4.02124	0.502655	-2.4424	2.4424
4.02124	0.628319	-2.47999	2.47999
4.02124	0.753982	-2.52397	2.52397
4.02124	0.879646	-2.57335	2.57335
4.02124	1.00531	-2.62707	2.62707
4.02124	1.13097	-2.68404	2.68404
4.02124	1.25664	-2.74319	2.74319
4.02124	1.3823	-2.80349	2.80349
4.02124	1.50796	-2.86393	2.86393
4.02124	1.63363	-2.92359	2.92359
4.02124	1.75929	-2.98161	2.98161
4.02124	1.88496	-3.03717	3.03717
4.02124	2.01062	-3.08957	3.08957
4.02124	2.13628	-3.13816	3.13816
4.02124	2.26195	-3.18235	3.18235
4.02124	2.38761	-3.22166	3.22166
4.02124	2.51327	-3.25564	3.25564
4.02124	2.63894	-3.28393	3.28393
4.02124	2.7646	-3.30624	3.30624
4.02124	2.89027	-3.32233	3.32233
4.02124	3.01593	-3.33206	3.33206
4.02124	3.14159	-3.33531	3.33531
4.02124	3.26726	-3.33206	3.33206
4.02124	3.39292	-3.32233	3.32233
4.02124	3.51858	-3.30624	3.30624
4.02124	3.64425	-3.28393	3.28393
4.02124	3.76991	-3.25564	3.25564
4.02124	3.89557	-3.22166	3.22166
4.02124	4.02124	-3.18235	3.18235
4.02124	4.1469	-3.13816	3.13816
4.02124	4.27257	-3.08957	3.08957
4.02124	4.39823	-3.03717	3.03717
4.02124	4.52389	-2.98161	2.98161
4.02124	4.64956	-2.92359	2.92359
4.02124	4.77522	-2.86393	2.86393
4.02124	4.90088	-2.80349	2.80349
4.02124	5.02655	-2.74319	2.74319
4.02124	5.15221	-2.68404	2.68404
4.02124	5.27788	-2.62707	2.62707
4.02124	5.40354	-2.57335	2.57335
4.02124	5.5292	-2.52397	2.52397
4.02124	5.65487	-2.47999	2.47999
4.02124	5.78053	-2.4424	2.4424
4.02124	5.90619	-2.41212	2.41212
4.02124	6.03186	-2.3899	2.3899
4.02124	6.15752	-2.37632	2.37632

4.1469	0	-2.26902	2.26902
4.1469	0.125664	-2.27544	2.27544
4.1469	0.251327	-2.29451	2.29451
4.1469	0.376991	-2.32562	2.32562
4.1469	0.502655	-2.3678	2.3678
4.1469	0.628319	-2.41985	2.41985
4.1469	0.753982	-2.48034	2.48034
4.1469	0.879646	-2.54776	2.54776
4.1469	1.00531	-2.62056	2.62056
4.1469	1.13097	-2.69719	2.69719
4.1469	1.25664	-2.77619	2.77619
4.1469	1.3823	-2.85616	2.85616
4.1469	1.50796	-2.93582	2.93582
4.1469	1.63363	-3.01398	3.01398
4.1469	1.75929	-3.08957	3.08957
4.1469	1.88496	-3.16163	3.16163
4.1469	2.01062	-3.22928	3.22928
4.1469	2.13628	-3.29178	3.29178
4.1469	2.26195	-3.34843	3.34843
4.1469	2.38761	-3.39868	3.39868
4.1469	2.51327	-3.44201	3.44201
4.1469	2.63894	-3.47802	3.47802
4.1469	2.7646	-3.50637	3.50637
4.1469	2.89027	-3.5268	3.5268
4.1469	3.01593	-3.53913	3.53913
4.1469	3.14159	-3.54326	3.54326
4.1469	3.26726	-3.53913	3.53913
4.1469	3.39292	-3.5268	3.5268
4.1469	3.51858	-3.50637	3.50637
4.1469	3.64425	-3.47802	3.47802
4.1469	3.76991	-3.44201	3.44201
4.1469	3.89557	-3.39868	3.39868
4.1469	4.02124	-3.34843	3.34843
4.1469	4.1469	-3.29178	3.29178
4.1469	4.27257	-3.22928	3.22928
4.1469	4.39823	-3.16163	3.16163
4.1469	4.52389	-3.08957	3.08957
4.1469	4.64956	-3.01398	3.01398
4.1469	4.77522	-2.93582	2.93582
4.1469	4.90088	-2.85616	2.85616
4.1469	5.02655	-2.77619	2.77619
4.1469	5.15221	-2.69719	2.69719
4.1469	5.27788	-2.62056	2.62056
4.1469	5.40354	-2.54776	2.54776
4.1469	5.5292	-2.48034	2.48034
4.1469	5.65487	-2.41985	2.41985
4.1469	5.78053	-2.3678	2.3678
4.1469	5.90619	-2.32562	2.32562
4.1469	6.03186	-2.29451	2.29451
4.1469	6.15752	-2.27544	2.27544

4.27257	0	-2.17374	2.17374
4.27257	0.125664	-2.18198	2.18198
4.27257	0.251327	-2.20637	2.20637
4.27257	0.376991	-2.24603	2.24603
4.27257	0.502655	-2.29955	2.29955
4.27257	0.628319	-2.36518	2.36518
4.27257	0.753982	-2.44096	2.44096
4.27257	0.879646	-2.52483	2.52483
4.27257	1.00531	-2.61477	2.61477
4.27257	1.13097	-2.70882	2.70882
4.27257	1.25664	-2.80516	2.80516
4.27257	1.3823	-2.90212	2.90212
4.27257	1.50796	-2.99819	2.99819
4.27257	1.63363	-3.09201	3.09201
4.27257	1.75929	-3.18235	3.18235
4.27257	1.88496	-3.26815	3.26815
4.27257	2.01062	-3.34843	3.34843
4.27257	2.13628	-3.42238	3.42238
4.27257	2.26195	-3.48926	3.48926
4.27257	2.38761	-3.54844	3.54844
4.27257	2.51327	-3.59939	3.59939
4.27257	2.63894	-3.64167	3.64167
4.27257	2.7646	-3.67492	3.67492
4.27257	2.89027	-3.69887	3.69887
4.27257	3.01593	-3.71331	3.71331
4.27257	3.14159	-3.71814	3.71814
4.27257	3.26726	-3.71331	3.71331
4.27257	3.39292	-3.69887	3.69887
4.27257	3.51858	-3.67492	3.67492
4.27257	3.64425	-3.64167	3.64167
4.27257	3.76991	-3.59939	3.59939
4.27257	3.89557	-3.54844	3.54844
4.27257	4.02124	-3.48926	3.48926
4.27257	4.1469	-3.42238	3.42238
4.27257	4.27257	-3.34843	3.34843
4.27257	4.39823	-3.26815	3.26815
4.27257	4.52389	-3.18235	3.18235
4.27257	4.64956	-3.09201	3.09201
4.27257	4.77522	-2.99819	2.99819
4.27257	4.90088	-2.90212	2.90212
4.27257	5.02655	-2.80516	2.80516
4.27257	5.15221	-2.70882	2.70882
4.27257	5.27788	-2.61477	2.61477
4.27257	5.40354	-2.52483	2.52483
4.27257	5.5292	-2.44096	2.44096
4.27257	5.65487	-2.36518	2.36518
4.27257	5.78053	-2.29955	2.29955
4.27257	5.90619	-2.24603	2.24603
4.27257	6.03186	-2.20637	2.20637
4.27257	6.15752	-2.18198	2.18198

4.39823	0	-2.09331	2.09331
4.39823	0.125664	-2.10315	2.10315
4.39823	0.251327	-2.13224	2.13224
4.39823	0.376991	-2.17937	2.17937
4.39823	0.502655	-2.24268	2.24268
4.39823	0.628319	-2.31991	2.31991
4.39823	0.753982	-2.40855	2.40855
4.39823	0.879646	-2.50608	2.50608
4.39823	1.00531	-2.61006	2.61006
4.39823	1.13097	-2.7182	2.7182
4.39823	1.25664	-2.82843	2.82843
4.39823	1.3823	-2.93886	2.93886
4.39823	1.50796	-3.04783	3.04783
4.39823	1.63363	-3.15386	3.15386
4.39823	1.75929	-3.25564	3.25564
4.39823	1.88496	-3.35202	3.35202
4.39823	2.01062	-3.44201	3.44201
4.39823	2.13628	-3.52472	3.52472
4.39823	2.26195	-3.59939	3.59939
4.39823	2.38761	-3.66537	3.66537
4.39823	2.51327	-3.72211	3.72211
4.39823	2.63894	-3.76914	3.76914
4.39823	2.7646	-3.8061	3.8061
4.39823	2.89027	-3.8327	3.8327
4.39823	3.01593	-3.84874	3.84874
4.39823	3.14159	-3.8541	3.8541
4.39823	3.26726	-3.84874	3.84874
4.39823	3.39292	-3.8327	3.8327
4.39823	3.51858	-3.8061	3.8061
4.39823	3.64425	-3.76914	3.76914
4.39823	3.76991	-3.72211	3.72211
4.39823	3.89557	-3.66537	3.66537
4.39823	4.02124	-3.59939	3.59939
4.39823	4.1469	-3.52472	3.52472
4.39823	4.27257	-3.44201	3.44201
4.39823	4.39823	-3.35202	3.35202
4.39823	4.52389	-3.25564	3.25564
4.39823	4.64956	-3.15386	3.15386
4.39823	4.77522	-3.04783	3.04783
4.39823	4.90088	-2.93886	2.93886
4.39823	5.02655	-2.82843	2.82843
4.39823	5.15221	-2.7182	2.7182
4.39823	5.27788	-2.61006	2.61006
4.39823	5.40354	-2.50608	2.50608
4.39823	5.5292	-2.40855	2.40855
4.39823	5.65487	-2.31991	2.31991
4.39823	5.78053	-2.24268	2.24268
4.39823	5.90619	-2.17937	2.17937
4.39823	6.03186	-2.13224	2.13224
4.39823	6.15752	-2.10315	2.10315

4.52389	0	-2.03481	2.03481
4.52389	0.125664	-2.04586	2.04586
4.52389	0.251327	-2.07849	2.07849
4.52389	0.376991	-2.13121	2.13121
4.52389	0.502655	-2.20179	2.20179
4.52389	0.628319	-2.28751	2.28751
4.52389	0.753982	-2.38548	2.38548
4.52389	0.879646	-2.4928	2.4928
4.52389	1.00531	-2.60674	2.60674
4.52389	1.13097	-2.72479	2.72479
4.52389	1.25664	-2.84469	2.84469
4.52389	1.3823	-2.96444	2.96444
4.52389	1.50796	-3.08228	3.08228
4.52389	1.63363	-3.19666	3.19666
4.52389	1.75929	-3.30624	3.30624
4.52389	1.88496	-3.40982	3.40982
4.52389	2.01062	-3.50637	3.50637
4.52389	2.13628	-3.595	3.595
4.52389	2.26195	-3.67492	3.67492
4.52389	2.38761	-3.74548	3.74548
4.52389	2.51327	-3.8061	3.8061
4.52389	2.63894	-3.85633	3.85633
4.52389	2.7646	-3.89577	3.89577
4.52389	2.89027	-3.92415	3.92415
4.52389	3.01593	-3.94126	3.94126
4.52389	3.14159	-3.94698	3.94698
4.52389	3.26726	-3.94126	3.94126
4.52389	3.39292	-3.92415	3.92415
4.52389	3.51858	-3.89577	3.89577
4.52389	3.64425	-3.85633	3.85633
4.52389	3.76991	-3.8061	3.8061
4.52389	3.89557	-3.74548	3.74548
4.52389	4.02124	-3.67492	3.67492
4.52389	4.1469	-3.595	3.595
4.52389	4.27257	-3.50637	3.50637
4.52389	4.39823	-3.40982	3.40982
4.52389	4.52389	-3.30624	3.30624
4.52389	4.64956	-3.19666	3.19666
4.52389	4.77522	-3.08228	3.08228
4.52389	4.90088	-2.96444	2.96444
4.52389	5.02655	-2.84469	2.84469
4.52389	5.15221	-2.72479	2.72479
4.52389	5.27788	-2.60674	2.60674
4.52389	5.40354	-2.4928	2.4928
4.52389	5.5292	-2.38548	2.38548
4.52389	5.65487	-2.28751	2.28751
4.52389	5.78053	-2.20179	2.20179
4.52389	5.90619	-2.13121	2.13121
4.52389	6.03186	-2.07849	2.07849
4.52389	6.15752	-2.04586	2.04586

4.64956	0	-2.00394	2.00394
4.64956	0.125664	-2.01565	2.01565
4.64956	0.251327	-2.05019	2.05019
4.64956	0.376991	-2.10592	2.10592
4.64956	0.502655	-2.18037	2.18037
4.64956	0.628319	-2.2706	2.2706
4.64956	0.753982	-2.37348	2.37348
4.64956	0.879646	-2.48592	2.48592
4.64956	1.00531	-2.60503	2.60503
4.64956	1.13097	-2.72818	2.72818
4.64956	1.25664	-2.85305	2.85305
4.64956	1.3823	-2.97756	2.97756
4.64956	1.50796	-3.09991	3.09991
4.64956	1.63363	-3.21854	3.21854
4.64956	1.75929	-3.33206	3.33206
4.64956	1.88496	-3.43927	3.43927
4.64956	2.01062	-3.53913	3.53913
4.64956	2.13628	-3.63074	3.63074
4.64956	2.26195	-3.71331	3.71331
4.64956	2.38761	-3.78617	3.78617
4.64956	2.51327	-3.84874	3.84874
4.64956	2.63894	-3.90057	3.90057
4.64956	2.7646	-3.94126	3.94126
4.64956	2.89027	-3.97054	3.97054
4.64956	3.01593	-3.98819	3.98819
4.64956	3.14159	-3.99408	3.99408
4.64956	3.26726	-3.98819	3.98819
4.64956	3.39292	-3.97054	3.97054
4.64956	3.51858	-3.94126	3.94126
4.64956	3.64425	-3.90057	3.90057
4.64956	3.76991	-3.84874	3.84874
4.64956	3.89557	-3.78617	3.78617
4.64956	4.02124	-3.71331	3.71331
4.64956	4.1469	-3.63074	3.63074
4.64956	4.27257	-3.53913	3.53913
4.64956	4.39823	-3.43927	3.43927
4.64956	4.52389	-3.33206	3.33206
4.64956	4.64956	-3.21854	3.21854
4.64956	4.77522	-3.09991	3.09991
4.64956	4.90088	-2.97756	2.97756
4.64956	5.02655	-2.85305	2.85305
4.64956	5.15221	-2.72818	2.72818
4.64956	5.27788	-2.60503	2.60503
4.64956	5.40354	-2.48592	2.48592
4.64956	5.5292	-2.37348	2.37348
4.64956	5.65487	-2.2706	2.2706
4.64956	5.78053	-2.18037	2.18037
4.64956	5.90619	-2.10592	2.10592
4.64956	6.03186	-2.05019	2.05019
4.64956	6.15752	-2.01565	2.01565

4.77522	0	-2.00394	2.00394
4.77522	0.125664	-2.01565	2.01565
4.77522	0.251327	-2.05019	2.05019
4.77522	0.376991	-2.10592	2.10592
4.77522	0.502655	-2.18037	2.18037
4.77522	0.628319	-2.2706	2.2706
4.77522	0.753982	-2.37348	2.37348
4.77522	0.879646	-2.48592	2.48592
4.77522	1.00531	-2.60503	2.60503
4.77522	1.13097	-2.72818	2.72818
4.77522	1.25664	-2.85305	2.85305
4.77522	1.3823	-2.97756	2.97756
4.77522	1.50796	-3.09991	3.09991
4.77522	1.63363	-3.21854	3.21854
4.77522	1.75929	-3.33206	3.33206
4.77522	1.88496	-3.43927	3.43927
4.77522	2.01062	-3.53913	3.53913
4.77522	2.13628	-3.63074	3.63074
4.77522	2.26195	-3.71331	3.71331
4.77522	2.38761	-3.78617	3.78617
4.77522	2.51327	-3.84874	3.84874
4.77522	2.63894	-3.90057	3.90057
4.77522	2.7646	-3.94126	3.94126
4.77522	2.89027	-3.97054	3.97054
4.77522	3.01593	-3.98819	3.98819
4.77522	3.14159	-3.99408	3.99408
4.77522	3.26726	-3.98819	3.98819
4.77522	3.39292	-3.97054	3.97054
4.77522	3.51858	-3.94126	3.94126
4.77522	3.64425	-3.90057	3.90057
4.77522	3.76991	-3.84874	3.84874
4.77522	3.89557	-3.78617	3.78617
4.77522	4.02124	-3.71331	3.71331
4.77522	4.1469	-3.63074	3.63074
4.77522	4.27257	-3.53913	3.53913
4.77522	4.39823	-3.43927	3.43927
4.77522	4.52389	-3.33206	3.33206
4.77522	4.64956	-3.21854	3.21854
4.77522	4.77522	-3.09991	3.09991
4.77522	4.90088	-2.97756	2.97756
4.77522	5.02655	-2.85305	2.85305
4.77522	5.15221	-2.72818	2.72818
4.77522	5.27788	-2.60503	2.60503
4.77522	5.40354	-2.48592	2.48592
4.77522	5.5292	-2.37348	2.37348
4.77522	5.65487	-2.2706	2.2706
4.77522	5.78053	-2.18037	2.18037
4.77522	5.90619	-2.10592	2.10592
4.77522	6.03186	-2.05019	2.05019
4.77522	6.15752	-2.01565	2.01565

4.90088	0	-2.03481	2.03481
4.90088	0.125664	-2.04586	2.04586
4.90088	0.251327	-2.07849	2.07849
4.90088	0.376991	-2.13121	2.13121
4.90088	0.502655	-2.20179	2.20179
4.90088	0.628319	-2.28751	2.28751
4.90088	0.753982	-2.38548	2.38548
4.90088	0.879646	-2.4928	2.4928
4.90088	1.00531	-2.60674	2.60674
4.90088	1.13097	-2.72479	2.72479
4.90088	1.25664	-2.84469	2.84469
4.90088	1.3823	-2.96444	2.96444
4.90088	1.50796	-3.08228	3.08228
4.90088	1.63363	-3.19666	3.19666
4.90088	1.75929	-3.30624	3.30624
4.90088	1.88496	-3.40982	3.40982
4.90088	2.01062	-3.50637	3.50637
4.90088	2.13628	-3.595	3.595
4.90088	2.26195	-3.67492	3.67492
4.90088	2.38761	-3.74548	3.74548
4.90088	2.51327	-3.8061	3.8061
4.90088	2.63894	-3.85633	3.85633
4.90088	2.7646	-3.89577	3.89577
4.90088	2.89027	-3.92415	3.92415
4.90088	3.01593	-3.94126	3.94126
4.90088	3.14159	-3.94698	3.94698
4.90088	3.26726	-3.94126	3.94126
4.90088	3.39292	-3.92415	3.92415
4.90088	3.51858	-3.89577	3.89577
4.90088	3.64425	-3.85633	3.85633
4.90088	3.76991	-3.8061	3.8061
4.90088	3.89557	-3.74548	3.74548
4.90088	4.02124	-3.67492	3.67492
4.90088	4.1469	-3.595	3.595
4.90088	4.27257	-3.50637	3.50637
4.90088	4.39823	-3.40982	3.40982
4.90088	4.52389	-3.30624	3.30624
4.90088	4.64956	-3.19666	3.19666
4.90088	4.77522	-3.08228	3.08228
4.90088	4.90088	-2.96444	2.96444
4.90088	5.02655	-2.84469	2.84469
4.90088	5.15221	-2.72479	2.72479
4.90088	5.27788	-2.60674	2.60674
4.90088	5.40354	-2.4928	2.4928
4.90088	5.5292	-2.38548	2.38548
4.90088	5.65487	-2.28751	2.28751
4.90088	5.78053	-2.20179	2.20179
4.90088	5.90619	-2.13121	2.13121
4.90088	6.03186	-2.07849	2.07849
4.90088	6.15752	-2.04586	2.04586

5.02655	0	-2.09331	2.09331
5.02655	0.125664	-2.10315	2.10315
5.02655	0.251327	-2.13224	2.13224
5.02655	0.376991	-2.17937	2.17937
5.02655	0.502655	-2.24268	2.24268
