#1:kx	2:ky	3:E1	4:E2
1.63363	2.63894	-3.90057	3.90057
1.63363	2.7646	-3.94126	3.94126
1.63363	2.89027	-3.97054	3.97054
1.63363	3.01593	-3.98819	3.98819
1.63363	3.14159	-3.99408	3.99408
1.63363	3.26726	-3.98819	3.98819
1.63363	3.39292	-3.97054	3.97054
1.63363	3.51858	-3.94126	3.94126
1.63363	3.64425	-3.90057	3.90057
1.63363	3.76991	-3.84874	3.84874
1.63363	3.89557	-3.78617	3.78617
1.63363	4.02124	-3.71331	3.71331
1.63363	4.1469	-3.63074	3.63074
1.63363	4.27257	-3.53913	3.53913
1.63363	4.39823	-3.43927	3.43927
1.63363	4.52389	-3.33206	3.33206
1.63363	4.64956	-3.21854	3.21854
1.63363	4.77522	-3.09991	3.09991
1.63363	4.90088	-2.97756	2.97756
1.63363	5.02655	-2.85305	2.85305
1.63363	5.15221	-2.72818	2.72818
1.63363	5.27788	-2.60503	2.60503
1.63363	5.40354	-2.48592	2.48592
1.63363	5.5292	-2.37348	2.37348
1.63363	5.65487	-2.2706	2.2706
1.63363	5.78053	-2.18037	2.18037
1.63363	5.90619	-2.10592	2.10592
1.63363	6.03186	-2.05019	2.05019
1.63363	6.15752	-2.01565	2.01565

1.75929	0	-2.03481	2.03481
1.75929	0.125664	-2.04586	2.04586
1.75929	0.251327	-2.07849	2.07849
1.75929	0.376991	-2.13121	2.13121
1.75929	0.502655	-2.20179	2.20179
1.75929	0.628319	-2.28751	2.28751
1.75929	0.753982	-2.38548	2.38548
1.75929	0.879646	-2.4928	2.4928
1.75929	1.00531	-2.60674	2.60674
1.75929	1.13097	-2.72479	2.72479
1.75929	1.25664	-2.84469	2.84469
1.75929	1.3823	-2.96444	2.96444
1.75929	1.50796	-3.08228	3.08228
1.75929	1.63363	-3.19666	3.19666
1.75929	1.75929	-3.30624	3.30624
1.75929	1.88496	-3.40982	3.40982
1.75929	2.01062	-3.50637	3.50637
1.75929	2.13628	-3.595	3.595
1.75929	2.26195	-3.67492	3.67492
1.75929	2.38761	-3.74548	3.74548
1.75929	2.51327	-3.8061	3.8061
1.75929	2.63894	-3.85633	3.85633
1.75929	2.7646	-3.89577	3.89577
1.75929	2.89027	-3.92415	3.92415
1.75929	3.01593	-3.94126	3.94126
1.75929	3.14159	-3.94698	3.94698
1.75929	3.26726	-3.94126	3.94126
1.75929	3.39292	-3.92415	3.92415
1.75929	3.51858	-3.89577	3.89577
1.75929	3.64425	-3.85633	3.85633
1.75929	3.76991	-3.8061	3.8061
1.75929	3.89557	-3.74548	3.74548
1.75929	4.02124	-3.67492	3.67492
1.75929	4.1469	-3.595	3.595
1.75929	4.27257	-3.50637	3.50637
1.75929	4.39823	-3.40982	3.40982
1.75929	4.52389	-3.30624	3.30624
1.75929	4.64956	-3.19666	3.19666
1.75929	4.77522	-3.08228	3.08228
1.75929	4.90088	-2.96444	2.96444
1.75929	5.02655	-2.84469	2.84469
1.75929	5.15221	-2.72479	2.72479
1.75929	5.27788	-2.60674	2.60674
1.75929	5.40354	-2.4928	2.4928
1.75929	5.5292	-2.38548	2.38548
1.75929	5.65487	-2.28751	2.28751
1.75929	5.78053	-2.20179	2.20179
1.75929	5.90619	-2.13121	2.13121
1.75929	6.03186	-2.07849	2.07849
1.75929	6.15752	-2.04586	2.04586

1.88496	0	-2.09331	2.09331
1.88496	0.125664	-2.10315	2.10315
1.88496	0.251327	-2.13224	2.13224
1.88496	0.376991	-2.17937	2.17937
1.88496	0.502655	-2.24268	2.24268
1.88496	0.628319	-2.31991	2.31991
1.88496	0.753982	-2.40855	2.40855
1.88496	0.879646	-2.50608	2.50608
1.88496	1.00531	-2.61006	2.61006
1.88496	1.13097	-2.7182	2.7182
1.88496	1.25664	-2.82843	2.82843
1.88496	1.3823	-2.93886	2.93886
1.88496	1.50796	-3.04783	3.04783
1.88496	1.63363	-3.15386	3.15386
1.88496	1.75929	-3.25564	3.25564
1.88496	1.88496	-3.35202	3.35202
1.88496	2.01062	-3.44201	3.44201
1.88496	2.13628	-3.52472	3.52472
1.88496	2.26195	-3.59939	3.59939
1.88496	2.38761	-3.66537	3.66537
1.88496	2.51327	-3.72211	3.72211
1.88496	2.63894	-3.76914	3.76914
1.88496	2.7646	-3.8061	3.8061
1.88496	2.89027	-3.8327	3.8327
1.88496	3.01593	-3.84874	3.84874
1.88496	3.14159	-3.8541	3.8541
1.88496	3.26726	-3.84874	3.84874
1.88496	3.39292	-3.8327	3.8327
1.88496	3.51858	-3.8061	3.8061
1.88496	3.64425	-3.76914	3.76914
1.88496	3.76991	-3.72211	3.72211
1.88496	3.89557	-3.66537	3.66537
1.88496	4.02124	-3.59939	3.59939
1.88496	4.1469	-3.52472	3.52472
1.88496	4.27257	-3.44201	3.44201
1.88496	4.39823	-3.35202	3.35202
1.88496	4.52389	-3.25564	3.25564
1.88496	4.64956	-3.15386	3.15386
1.88496	4.77522	-3.04783	3.04783
1.88496	4.90088	-2.93886	2.93886
1.88496	5.02655	-2.82843	2.82843
1.88496	5.15221	-2.7182	2.7182
1.88496	5.27788	-2.61006	2.61006
1.88496	5.40354	-2.50608	2.50608
1.88496	5.5292	-2.40855	2.40855
1.88496	5.65487	-2.31991	2.31991
1.88496	5.78053	-2.24268	2.24268
1.88496	5.90619	-2.17937	2.17937
1.88496	6.03186	-2.13224	2.13224
1.88496	6.15752	-2.10315	2.10315

2.01062	0	-2.17374	2.17374
2.01062	0.125664	-2.18198	2.18198
2.01062	0.251327	-2.20637	2.20637
2.01062	0.376991	-2.24603	2.24603
2.01062	0.502655	-2.29955	2.29955
2.01062	0.628319	-2.36518	2.36518
2.01062	0.753982	-2.44096	2.44096
2.01062	0.879646	-2.52483	2.52483
2.01062	1.00531	-2.61477	2.61477
2.01062	1.13097	-2.70882	2.70882
2.01062	1.25664	-2.80516	2.80516
2.01062	1.3823	-2.90212	2.90212
2.01062	1.50796	-2.99819	2.99819
2.01062	1.63363	-3.09201	3.09201
2.01062	1.75929	-3.18235	3.18235
2.01062	1.88496	-3.26815	3.26815
2.01062	2.01062	-3.34843	3.34843
2.01062	2.13628	-3.42238	3.42238
2.01062	2.26195	-3.48926	3.48926
2.01062	2.38761	-3.54844	3.54844
2.01062	2.51327	-3.59939	3.59939
2.01062	2.63894	-3.64167	3.64167
2.01062	2.7646	-3.67492	3.67492
2.01062	2.89027	-3.69887	3.69887
2.01062	3.01593	-3.71331	3.71331
2.01062	3.14159	-3.71814	3.71814
2.01062	3.26726	-3.71331	3.71331
2.01062	3.39292	-3.69887	3.69887
2.01062	3.51858	-3.67492	3.67492
2.01062	3.64425	-3.64167	3.64167
2.01062	3.76991	-3.59939	3.59939
2.01062	3.89557	-3.54844	3.54844
2.01062	4.02124	-3.48926	3.48926
2.01062	4.1469	-3.42238	3.42238
2.01062	4.27257	-3.34843	3.34843
2.01062	4.39823	-3.26815	3.26815
2.01062	4.52389	-3.18235	3.18235
2.01062	4.64956	-3.09201	3.09201
2.01062	4.77522	-2.99819	2.99819
2.01062	4.90088	-2.90212	2.90212
2.01062	5.02655	-2.80516	2.80516
2.01062	5.15221	-2.70882	2.70882
2.01062	5.27788	-2.61477	2.61477
2.01062	5.40354	-2.52483	2.52483
2.01062	5.5292	-2.44096	2.44096
2.01062	5.65487	-2.36518	2.36518
2.01062	5.78053	-2.29955	2.29955
2.01062	5.90619	-2.24603	2.24603
2.01062	6.03186	-2.20637	2.20637
2.01062	6.15752	-2.18198	2.18198

2.13628	0	-2.26902	2.26902
2.13628	0.125664	-2.27544	2.27544
2.13628	0.251327	-2.29451	2.29451
2.13628	0.376991	-2.32562	2.32562
2.13628	0.502655	-2.3678	2.3678
2.13628	0.628319	-2.41985	2.41985
2.13628	0.753982	-2.48034	2.48034
2.13628	0.879646	-2.54776	2.54776
2.13628	1.00531	-2.62056	2.62056
2.13628	1.13097	-2.69719	2.69719
2.13628	1.25664	-2.77619	2.77619
2.13628	1.3823	-2.85616	2.85616
2.13628	1.50796	-2.93582	2.93582
2.13628	1.63363	-3.01398	3.01398
2.13628	1.75929	-3.08957	3.08957
2.13628	1.88496	-3.16163	3.16163
2.13628	2.01062	-3.22928	3.22928
2.13628	2.13628	-3.29178	3.29178
2.13628	2.26195	-3.34843	3.34843
2.13628	2.38761	-3.39868	3.39868
2.13628	2.51327	-3.44201	3.44201
2.13628	2.63894	-3.47802	3.47802
2.13628	2.7646	-3.50637	3.50637
2.13628	2.89027	-3.5268	3.5268
2.13628	3.01593	-3.53913	3.53913
2.13628	3.14159	-3.54326	3.54326
2.13628	3.26726	-3.53913	3.53913
2.13628	3.39292	-3.5268	3.5268
2.13628	3.51858	-3.50637	3.50637
2.13628	3.64425	-3.47802	3.47802
2.13628	3.76991	-3.44201	3.44201
2.13628	3.89557	-3.39868	3.39868
2.13628	4.02124	-3.34843	3.34843
2.13628	4.1469	-3.29178	3.29178
2.13628	4.27257	-3.22928	3.22928
2.13628	4.39823	-3.16163	3.16163
2.13628	4.52389	-3.08957	3.08957
2.13628	4.64956	-3.01398	3.01398
2.13628	4.77522	-2.93582	2.93582
2.13628	4.90088	-2.85616	2.85616
2.13628	5.02655	-2.77619	2.77619
2.13628	5.15221	-2.69719	2.69719
2.13628	5.27788	-2.62056	2.62056
2.13628	5.40354	-2.54776	2.54776
2.13628	5.5292	-2.48034	2.48034
2.13628	5.65487	-2.41985	2.41985
2.13628	5.78053	-2.3678	2.3678
2.13628	5.90619	-2.32562	2.32562
2.13628	6.03186	-2.29451	2.29451
2.13628	6.15752	-2.27544	2.27544

2.26195	0	-2.37176	2.37176
2.26195	0.125664	-2.37632	2.37632
2.26195	0.251327	-2.3899	2.3899
2.26195	0.376991	-2.41212	2.41212
2.26195	0.502655	-2.4424	2.4424
2.26195	0.628319	-2.47999	2.47999
2.26195	0.753982	-2.52397	2.52397
2.26195	0.879646	-2.57335	2.57335
2.26195	1.00531	-2.62707	2.62707
2.26195	1.13097	-2.68404	2.68404
2.26195	1.25664	-2.74319	2.74319
2.26195	1.3823	-2.80349	2.80349
2.26195	1.50796	-2.86393	2.86393
2.26195	1.63363	-2.92359	2.92359
2.26195	1.75929	-2.98161	2.98161
2.26195	1.88496	-3.03717	3.03717
2.26195	2.01062	-3.08957	3.08957
2.26195	2.13628	-3.13816	3.13816
2.26195	2.26195	-3.18235	3.18235
2.26195	2.38761	-3.22166	3.22166
2.26195	2.51327	-3.25564	3.25564
2.26195	2.63894	-3.28393	3.28393
2.26195	2.7646	-3.30624	3.30624
2.26195	2.89027	-3.32233	3.32233
2.26195	3.01593	-3.33206	3.33206
2.26195	3.14159	-3.33531	3.33531
2.26195	3.26726	-3.33206	3.33206
2.26195	3.39292	-3.32233	3.32233
2.26195	3.51858	-3.30624	3.30624
2.26195	3.64425	-3.28393	3.28393
2.26195	3.76991	-3.25564	3.25564
2.26195	3.89557	-3.22166	3.22166
2.26195	4.02124	-3.18235	3.18235
2.26195	4.1469	-3.13816	3.13816
2.26195	4.27257	-3.08957	3.08957
2.26195	4.39823	-3.03717	3.03717
2.26195	4.52389	-2.98161	2.98161
2.26195	4.64956	-2.92359	2.92359
2.26195	4.77522	-2.86393	2.86393
2.26195	4.90088	-2.80349	2.80349
2.26195	5.02655	-2.74319	2.74319
2.26195	5.15221	-2.68404	2.68404
2.26195	5.27788	-2.62707	2.62707
2.26195	5.40354	-2.57335	2.57335
2.26195	5.5292	-2.52397	2.52397
2.26195	5.65487	-2.47999	2.47999
2.26195	5.78053	-2.4424	2.4424
2.26195	5.90619	-2.41212	2.41212
2.26195	6.03186	-2.3899	2.3899
2.26195	6.15752	-2.37632	2.37632

2.38761	0	-2.47499	2.47499
2.38761	0.125664	-2.47778	2.47778
2.38761	0.251327	-2.48607	2.48607
2.38761	0.376991	-2.49968	2.49968
2.38761	0.502655	-2.51831	2.51831
2.38761	0.628319	-2.54157	2.54157
2.38761	0.753982	-2.56896	2.56896
2.38761	0.879646	-2.59994	2.59994
2.38761	1.00531	-2.63388	2.63388
2.38761	1.13097	-2.67017	2.67017
2.38761	1.25664	-2.70814	2.70814
2.38761	1.3823	-2.74713	2.74713
2.38761	1.50796	-2.7865	2.7865
2.38761	1.63363	-2.82564	2.82564
2.38761	1.75929	-2.86393	2.86393
2.38761	1.88496	-2.90083	2.90083
2.38761	2.01062	-2.93582	2.93582
2.38761	2.13628	-2.96842	2.96842
2.38761	2.26195	-2.99819	2.99819
2.38761	2.38761	-3.02478	3.02478
2.38761	2.51327	-3.04783	3.04783
2.38761	2.63894	-3.06707	3.06707
2.38761	2.7646	-3.08228	3.08228
2.38761	2.89027	-3.09327	3.09327
2.38761	3.01593	-3.09991	3.09991
2.38761	3.14159	-3.10214	3.10214
2.38761	3.26726	-3.09991	3.09991
2.38761	3.39292	-3.09327	3.09327
2.38761	3.51858	-3.08228	3.08228
2.38761	3.64425	-3.06707	3.06707
2.38761	3.76991	-3.04783	3.04783
2.38761	3.89557	-3.02478	3.02478
2.38761	4.02124	-2.99819	2.99819
2.38761	4.1469	-2.96842	2.96842
2.38761	4.27257	-2.93582	2.93582
2.38761	4.39823	-2.90083	2.90083
2.38761	4.52389	-2.86393	2.86393
2.38761	4.64956	-2.82564	2.82564
2.38761	4.77522	-2.7865	2.7865
2.38761	4.90088	-2.74713	2.74713
2.38761	5.02655	-2.70814	2.70814
2.38761	5.15221	-2.67017	2.67017
2.38761	5.27788	-2.63388	2.63388
2.38761	5.40354	-2.59994	2.59994
2.38761	5.5292	-2.56896	2.56896
2.38761	5.65487	-2.54157	2.54157
2.38761	5.78053	-2.51831	2.51831
2.38761	5.90619	-2.49968	2.49968
2.38761	6.03186	-2.48607	2.48607
2.38761	6.15752	-2.47778	2.47778

2.51327	0	-2.57255	2.57255
2.51327	0.125664	-2.57372	2.57372
2.51327	0.251327	-2.57721	2.57721
2.51327	0.376991	-2.58296	2.58296
2.51327	0.502655	-2.59085	2.59085
2.51327	0.628319	-2.60076	2.60076
2.51327	0.753982	-2.61249	2.61249
2.51327	0.879646	-2.62584	2.62584
2.51327	1.00531	-2.64057	2.64057
2.51327	1.13097	-2.65644	2.65644
2.51327	1.25664	-2.67318	2.67318
2.51327	1.3823	-2.69051	2.69051
2.51327	1.50796	-2.70814	2.70814
2.51327	1.63363	-2.72579	2.72579
2.51327	1.75929	-2.74319	2.74319
2.51327	1.88496	-2.76008	2.76008
2.51327	2.01062	-2.77619	2.77619
2.51327	2.13628	-2.79129	2.79129
2.51327	2.26195	-2.80516	2.80516
2.51327	2.38761	-2.8176	2.8176
2.51327	2.51327	-2.82843	2.82843
2.51327	2.63894	-2.8375	2.8375
2.51327	2.7646	-2.84469	2.84469
2.51327	2.89027	-2.84989	2.84989
2.51327	3.01593	-2.85305	2.85305
2.51327	3.14159	-2.8541	2.8541
2.51327	3.26726	-2.85305	2.85305
2.51327	3.39292	-2.84989	2.84989
2.51327	3.51858	-2.84469	2.84469
2.51327	3.64425	-2.8375	2.8375
2.51327	3.76991	-2.82843	2.82843
2.51327	3.89557	-2.8176	2.8176
2.51327	4.02124	-2.80516	2.80516
2.51327	4.1469	-2.79129	2.79129
2.51327	4.27257	-2.77619	2.77619
2.51327	4.39823	-2.76008	2.76008
2.51327	4.52389	-2.74319	2.74319
2.51327	4.64956	-2.72579	2.72579
2.51327	4.77522	-2.70814	2.70814
2.51327	4.90088	-2.69051	2.69051
2.51327	5.02655	-2.67318	2.67318
2.51327	5.15221	-2.65644	2.65644
2.51327	5.27788	-2.64057	2.64057
2.51327	5.40354	-2.62584	2.62584
2.51327	5.5292	-2.61249	2.61249
2.51327	5.65487	-2.60076	2.60076
2.51327	5.78053	-2.59085	2.59085
2.51327	5.90619	-2.58296	2.58296
2.51327	6.03186	-2.57721	2.57721
2.51327	6.15752	-2.57372	2.57372

2.63894	0	-2.65926	2.65926
2.63894	0.125664	-2.65905	2.65905
2.63894	0.251327	-2.65841	2.65841
2.63894	0.376991	-2.65737	2.65737
2.63894	0.502655	-2.65592	2.65592
2.63894	0.628319	-2.65411	2.65411
2.63894	0.753982	-2.65195	2.65195
2.63894	0.879646	-2.64947	2.64947
2.63894	1.00531	-2.64672	2.64672
2.63894	1.13097	-2.64374	2.64374
2.63894	1.25664	-2.64057	2.64057
2.63894	1.3823	-2.63727	2.63727
2.63894	1.50796	-2.63388	2.63388
2.63894	1.63363	-2.63047	2.63047
2.63894	1.75929	-2.62707	2.62707
2.63894	1.88496	-2.62375	2.62375
2.63894	2.01062	-2.62056	2.62056
2.63894	2.13628	-2.61755	2.61755
2.63894	2.26195	-2.61477	2.61477
2.63894	2.38761	-2.61226	2.61226
2.63894	2.51327	-2.61006	2.61006
2.63894	2.63894	-2.60821	2.60821
2.63894	2.7646	-2.60674	2.60674
2.63894	2.89027	-2.60567	2.60567
2.63894	3.01593	-2.60503	2.60503
2.63894	3.14159	-2.60481	2.60481
2.63894	3.26726	-2.60503	2.60503
2.63894	3.39292	-2.60567	2.60567
2.63894	3.51858	-2.60674	2.60674
2.63894	3.64425	-2.60821	2.60821
2.63894	3.76991	-2.61006	2.61006
2.63894	3.89557	-2.61226	2.61226
2.63894	4.02124	-2.61477	2.61477
2.63894	4.1469	-2.61755	2.61755
2.63894	4.27257	-2.62056	2.62056
2.63894	4.39823	-2.62375	2.62375
2.63894	4.52389	-2.62707	2.62707
2.63894	4.64956	-2.63047	2.63047
2.63894	4.77522	-2.63388	2.63388
2.63894	4.90088	-2.63727	2.63727
2.63894	5.02655	-2.64057	2.64057
2.63894	5.15221	-2.64374	2.64374
2.63894	5.27788	-2.64672	2.64672
2.63894	5.40354	-2.64947	2.64947
2.63894	5.5292	-2.65195	2.65195
2.63894	5.65487	-2.65411	2.65411
2.63894	5.78053	-2.65592	2.65592
2.63894	5.90619	-2.65737	2.65737
2.63894	6.03186	-2.65841	2.65841
2.63894	6.15752	-2.65905	2.65905

2.7646	0	-2.73092	2.73092
2.7646	0.125664	-2.7296	2.7296
2.7646	0.251327	-2.72565	2.72565
2.7646	0.376991	-2.71912	2.71912
2.7646	0.502655	-2.7101	2.7101
2.7646	0.628319	-2.69871	2.69871
2.7646	0.753982	-2.68509	2.68509
2.7646	0.879646	-2.66943	2.66943
2.7646	1.00531	-2.65195	2.65195
2.7646	1.13097	-2.63287	2.63287
2.7646	1.25664	-2.61249	2.61249
2.7646	1.3823	-2.59108	2.59108
2.7646	1.50796	-2.56896	2.56896
2.7646	1.63363	-2.54648	2.54648
2.7646	1.75929	-2.52397	2.52397
2.7646	1.88496	-2.50181	2.50181
2.7646	2.01062	-2.48034	2.48034
2.7646	2.13628	-2.45994	2.45994
2.7646	2.26195	-2.44096	2.44096
2.7646	2.38761	-2.42372	2.42372
2.7646	2.51327	-2.40855	2.40855
2.7646	2.63894	-2.39572	2.39572
2.7646	2.7646	-2.38548	2.38548
2.7646	2.89027	-2.37802	2.37802
2.7646	3.01593	-2.37348	2.37348
2.7646	3.14159	-2.37196	2.37196
2.7646	3.26726	-2.37348	2.37348
2.7646	3.39292	-2.37802	2.37802
2.7646	3.51858	-2.38548	2.38548
2.7646	3.64425	-2.39572	2.39572
2.7646	3.76991	-2.40855	2.40855
2.7646	3.89557	-2.42372	2.42372
2.7646	4.02124	-2.44096	2.44096
2.7646	4.1469	-2.45994	2.45994
2.7646	4.27257	-2.48034	2.48034
2.7646	4.39823	-2.50181	2.50181
2.7646	4.52389	-2.52397	2.52397
2.7646	4.64956	-2.54648	2.54648
2.7646	4.77522	-2.56896	2.56896
2.7646	4.90088	-2.59108	2.59108
2.7646	5.02655	-2.61249	2.61249
2.7646	5.15221	-2.63287	2.63287
2.7646	5.27788	-2.65195	2.65195
2.7646	5.40354	-2.66943	2.66943
2.7646	5.5292	-2.68509	2.68509
2.7646	5.65487	-2.69871	2.69871
2.7646	5.78053	-2.7101	2.7101
2.7646	5.90619	-2.71912	2.71912
2.7646	6.03186	-2.72565	2.72565
2.7646	6.15752	-2.7296	2.7296

2.89027	0	-2.78435	2.78435
2.89027	0.125664	-2.78222	2.78222
2.89027	0.251327	-2.77585	2.77585
2.89027	0.376991	-2.7653	2.7653
2.89027	0.502655	-2.75071	2.75071
2.89027	0.628319	-2.73224	2.73224
2.89027	0.753982	-2.7101	2.7101
2.89027	0.879646	-2.68456	2.68456
2.89027	1.00531	-2.65592	2.65592
2.89027	1.13097	-2.62455	2.62455
2.89027	1.25664	-2.59085	2.59085
2.89027	1.3823	-2.55528	2.55528
2.89027	1.50796	-2.51831	2.51831
2.89027	1.63363	-2.4805	2.4805
2.89027	1.75929	-2.4424	2.4424
2.89027	1.88496	-2.40463	2.40463
2.89027	2.01062	-2.3678	2.3678
2.89027	2.13628	-2.33256	2.33256
2.89027	2.26195	-2.29955	2.29955
2.89027	2.38761	-2.26939	2.26939
2.89027	2.51327	-2.24268	2.24268
2.89027	2.63894	-2.21999	2.21999
2.89027	2.7646	-2.20179	2.20179
2.89027	2.89027	-2.18848	2.18848
2.89027	3.01593	-2.18037	2.18037
2.89027	3.14159	-2.17765	2.17765
2.89027	3.26726	-2.18037	2.18037
2.89027	3.39292	-2.18848	2.18848
2.89027	3.51858	-2.20179	2.20179
2.89027	3.64425	-2.21999	2.21999
2.89027	3.76991	-2.24268	2.24268
2.89027	3.89557	-2.26939	2.26939
2.89027	4.02124	-2.29955	2.29955
2.89027	4.1469	-2.33256	2.33256
2.89027	4.27257	-2.3678	2.3678
2.89027	4.39823	-2.40463	2.40463
2.89027	4.52389	-2.4424	2.4424
2.89027	4.64956	-2.4805	2.4805
2.89027	4.77522	-2.51831	2.51831
2.89027	4.90088	-2.55528	2.55528
2.89027	5.02655	-2.59085	2.59085
2.89027	5.15221	-2.62455	2.62455
2.89027	5.27788	-2.65592	2.65592
2.89027	5.40354	-2.68456	2.68456
2.89027	5.5292	-2.7101	2.7101
2.89027	5.65487	-2.73224	2.73224
2.89027	5.78053	-2.75071	2.75071
2.89027	5.90619	-2.7653	2.7653
2.89027	6.03186	-2.77585	2.77585
2.89027	6.15752	-2.78222	2.78222

3.01593	0	-2.8173	2.8173
3.01593	0.125664	-2.81467	2.81467
3.01593	0.251327	-2.80683	2.80683
3.01593	0.376991	-2.79384	2.79384
3.01593	0.502655	-2.77585	2.77585
3.01593	0.628319	-2.75303	2.75303
3.01593	0.753982	-2.72565	2.72565
3.01593	0.879646	-2.69399	2.69399
3.01593	1.00531	-2.65841	2.65841
3.01593	1.13097	-2.61933	2.61933
3.01593	1.25664	-2.57721	2.57721
3.01593	1.3823	-2.5326	2.5326
3.01593	1.50796	-2.48607	2.48607
3.01593	1.63363	-2.43827	2.43827
3.01593	1.75929	-2.3899	2.3899
3.01593	1.88496	-2.34172	2.34172
3.01593	2.01062	-2.29451	2.29451
3.01593	2.13628	-2.24911	2.24911
3.01593	2.26195	-2.20637	2.20637
3.01593	2.38761	-2.16714	2.16714
3.01593	2.51327	-2.13224	2.13224
3.01593	2.63894	-2.10246	2.10246
3.01593	2.7646	-2.07849	2.07849
3.01593	2.89027	-2.06092	2.06092
3.01593	3.01593	-2.05019	2.05019
3.01593	3.14159	-2.04658	2.04658
3.01593	3.26726	-2.05019	2.05019
3.01593	3.39292	-2.06092	2.06092
3.01593	3.51858	-2.07849	2.07849
3.01593	3.64425	-2.10246	2.10246
3.01593	3.76991	-2.13224	2.13224
3.01593	3.89557	-2.16714	2.16714
3.01593	4.02124	-2.20637	2.20637
3.01593	4.1469	-2.24911	2.24911
3.01593	4.27257	-2.29451	2.29451
3.01593	4.39823	-2.34172	2.34172
3.01593	4.52389	-2.3899	2.3899
3.01593	4.64956	-2.43827	2.43827
3.01593	4.77522	-2.48607	2.48607
3.01593	4.90088	-2.5326	2.5326
3.01593	5.02655	-2.57721	2.57721
3.01593	5.15221	-2.61933	2.61933
3.01593	5.27788	-2.65841	2.65841
3.01593	5.40354	-2.69399	2.69399
3.01593	5.5292	-2.72565	2.72565
3.01593	5.65487	-2.75303	2.75303
3.01593	5.78053	-2.77585	2.77585
3.01593	5.90619	-2.79384	2.79384
3.01593	6.03186	-2.80683	2.80683
3.01593	6.15752	-2.81467	2.81467

3.14159	0	-2.82843	2.82843
3.14159	0.125664	-2.82564	2.82564
3.14159	0.251327	-2.8173	2.8173
3.14159	0.376991	-2.80349	2.80349
3.14159	0.502655	-2.78435	2.78435
3.14159	0.628319	-2.76008	2.76008
3.14159	0.753982	-2.73092	2.73092
3.14159	0.879646	-2.69719	2.69719
3.14159	1.00531	-2.65926	2.65926
3.14159	1.13097	-2.61755	2.61755
3.14159	1.25664	-2.57255	2.57255
3.14159	1.3823	-2.52483	2.52483
3.14159	1.50796	-2.47499	2.47499
3.14159	1.63363	-2.42372	2.42372
3.14159	1.75929	-2.37176	2.37176
3.14159	1.88496	-2.31991	2.31991
3.14159	2.01062	-2.26902	2.26902
3.14159	2.13628	-2.21999	2.21999
3.14159	2.26195	-2.17374	2.17374
3.14159	2.38761	-2.13121	2.13121
3.14159	2.51327	-2.09331	2.09331
3.14159	2.63894	-2.06092	2.06092
3.14159	2.7646	-2.03481	2.03481
3.14159	2.89027	-2.01565	2.01565
3.14159	3.01593	-2.00394	2.00394
3.14159	3.14159	-2	2
3.14159	3.26726	-2.00394	2.00394
3.14159	3.39292	-2.01565	2.01565
3.14159	3.51858	-2.03481	2.03481
3.14159	3.64425	-2.06092	2.06092
3.14159	3.76991	-2.09331	2.09331
3.14159	3.89557	-2.13121	2.13121
3.14159	4.02124	-2.17374	2.17374
3.14159	4.1469	-2.21999	2.21999
3.14159	4.27257	-2.26902	2.26902
3.14159	4.39823	-2.31991	2.31991
3.14159	4.52389	-2.37176	2.37176
3.14159	4.64956	-2.42372	2.42372
3.14159	4.77522	-2.47499	2.47499
3.14159	4.90088	-2.52483	2.52483
3.14159	5.02655	-2.57255	2.57255
3.14159	5.15221	-2.61755	2.61755
3.14159	5.27788	-2.65926	2.65926
3.14159	5.40354	-2.69719	2.69719
3.14159	5.5292	-2.73092	2.73092
3.14159	5.65487	-2.76008	2.76008
3.14159	5.78053	-2.78435	2.78435
3.14159	5.90619	-2.80349	2.80349
3.14159	6.03186	-2.8173	2.8173
3.14159	6.15752	-2.82564	2.82564

3.26726	0	-2.8173	2.8173
3.26726	0.125664	-2.81467	2.81467
3.26726	0.251327	-2.80683	2.80683
3.26726	0.376991	-2.79384	2.79384
3.26726	0.502655	-2.77585	2.77585
3.26726	0.628319	-2.75303	2.75303
3.26726	0.753982	-2.72565	2.72565
3.26726	0.879646	-2.69399	2.69399
3.26726	1.00531	-2.65841	2.65841
3.26726	1.13097	-2.61933	2.61933
3.26726	1.25664	-2.57721	2.57721
3.26726	1.3823	-2.5326	2.5326
3.26726	1.50796	-2.48607	2.48607
3.26726	1.63363	-2.43827	2.43827
3.26726	1.75929	-2.3899	2.3899
3.26726	1.88496	-2.34172	2.34172
3.26726	2.01062	-2.29451	2.29451
3.26726	2.13628	-2.24911	2.24911
3.26726	2.26195	-2.20637	2.20637
3.26726	2.38761	-2.16714	2.16714
3.26726	2.51327	-2.13224	2.13224
3.26726	2.63894	-2.10246	2.10246
3.26726	2.7646	-2.07849	2.07849
3.26726	2.89027	-2.06092	2.06092
3.26726	3.01593	-2.05019	2.05019
3.26726	3.14159	-2.04658	2.04658
3.26726	3.26726	-2.05019	2.05019
3.26726	3.39292	-2.06092	2.06092
3.26726	3.51858	-2.07849	2.07849
3.26726	3.64425	-2.10246	2.10246
3.26726	3.76991	-2.13224	2.13224
3.26726	3.89557	-2.16714	2.16714
3.26726	4.02124	-2.20637	2.20637
3.26726	4.1469	-2.24911	2.24911
3.26726	4.27257	-2.29451	2.29451
3.26726	4.39823	-2.34172	2.34172
3.26726	4.52389	-2.3899	2.3899
3.26726	4.64956	-2.43827	2.43827
