#1:kx	2:n	3:s(n)
11	59	1.08306e-17
11	60	1.06652e-17
11	61	1.04851e-17
11	62	1.02915e-17
11	63	1.00856e-17
11	64	9.86931e-18
11	65	9.64455e-18
11	66	9.41378e-18
11	67	9.26737e-18
11	68	9.25213e-18
11	69	9.17412e-18
11	70	9.24893e-18
11	71	9.20514e-18
11	72	9.17348e-18
11	73	9.21651e-18
11	74	9.26843e-18
11	75	9.13811e-18
11	76	9.26372e-18
11	77	9.24735e-18
11	78	9.3109e-18
11	79	9.32587e-18
11	80	9.37154e-18
11	81	9.28632e-18
11	82	9.34105e-18
11	83	9.396e-18
11	84	9.32585e-18
11	85	9.45216e-18
11	86	9.37491e-18
11	87	9.49456e-18
11	88	9.57328e-18
11	89	9.55991e-18
11	90	9.62093e-18
11	91	9.651e-18
11	92	9.73966e-18
11	93	9.8831e-18
11	94	1.00101e-17
11	95	1.01193e-17
11	96	1.02099e-17
11	97	1.02811e-17
11	98	1.03323e-17
11	99	1.03632e-17

12	0	1.03735e-17
12	1	1.03632e-17
12	2	1.03323e-17
12	3	1.02811e-17
12	4	1.02099e-17
12	5	1.01193e-17
12	6	1.00101e-17
12	7	9.8831e-18
12	8	9.73966e-18
12	9	9.58127e-18
12	10	9.40977e-18
12	11	9.22741e-18
12	12	9.03687e-18
12	13	9.10115e-18
12	14	9.05462e-18
12	15	8.97408e-18
12	16	9.02156e-18
12	17	9.02057e-18
12	18	9.00819e-18
12	19	9.05418e-18
12	20	9.09636e-18
12	21	9.08701e-18
12	22	9.11909e-18
12	23	9.04397e-18
12	24	9.08883e-18
12	25	9.01388e-18
12	26	9.00689e-18
12	27	9.13607e-18
12	28	9.18416e-18
12	29	9.22637e-18
12	30	9.21657e-18
12	31	9.23289e-18
12	32	9.29703e-18
12	33	9.31703e-18
12	34	9.41378e-18
12	35	9.64455e-18
12	36	9.86931e-18
12	37	1.00856e-17
12	38	1.02915e-17
12	39	1.04851e-17
12	40	1.06652e-17
12	41	1.08306e-17
12	42	1.09804e-17
12	43	1.11139e-17
12	44	1.12306e-17
12	45	1.13299e-17
12	46	1.14116e-17
12	47	1.14754e-17
12	48	1.15211e-17
12	49	1.15485e-17
12	50	1.15577e-17
12	51	1.15485e-17
12	52	1.15211e-17
12	53	1.14754e-17
12	54	1.14116e-17
12	55	1.13299e-17
12	56	1.12306e-17
12	57	1.11139e-17
12	58	1.09804e-17
12	59	1.08306e-17
12	60	1.06652e-17
12	61	1.04851e-17
12	62	1.02915e-17
12	63	1.00856e-17
12	64	9.86931e-18
12	65	9.64455e-18
12	66	9.41378e-18
12	67	9.28242e-18
12	68	9.26199e-18
12	69	9.17472e-18
12	70	9.25683e-18
12	71	9.21763e-18
12	72	9.20777e-18
12	73	9.22587e-18
12	74	9.27186e-18
12	75	9.15171e-18
12	76	9.27332e-18
12	77	9.26511e-18
12	78	9.32038e-18
12	79	9.3308e-18
12	80	9.38255e-18
12	81	9.31316e-18
12	82	9.34939e-18
12	83	9.41652e-18
12	84	9.35306e-18
12	85	9.46229e-18
12	86	9.37712e-18
12	87	9.50431e-18
12	88	9.58497e-18
12	89	9.57672e-18
12	90	9.6379e-18
12	91	9.67065e-18
12	92	9.73966e-18
12	93	9.8831e-18
12	94	1.00101e-17
12	95	1.01193e-17
12	96	1.02099e-17
12	97	1.02811e-17
12	98	1.03323e-17
12	99	1.03632e-17

13	0	1.03735e-17
13	1	1.03632e-17
13	2	1.03323e-17
13	3	1.02811e-17
13	4	1.02099e-17
13	5	1.01193e-17
13	6	1.00101e-17
13	7	9.8831e-18
13	8	9.73966e-18
13	9	9.58127e-18
13	10	9.40977e-18
13	11	9.22741e-18
13	12	9.03788e-18
13	13	9.11217e-18
13	14	9.06574e-18
13	15	8.97592e-18
13	16	9.02579e-18
13	17	9.02314e-18
13	18	9.02018e-18
13	19	9.06551e-18
13	20	9.11758e-18
13	21	9.09318e-18
13	22	9.18158e-18
13	23	9.05849e-18
13	24	9.10389e-18
13	25	9.05694e-18
13	26	9.00982e-18
13	27	9.15674e-18
13	28	9.20806e-18
13	29	9.2331e-18
13	30	9.21989e-18
13	31	9.2625e-18
13	32	9.31609e-18
13	33	9.33782e-18
13	34	9.41378e-18
13	35	9.64455e-18
13	36	9.86931e-18
13	37	1.00856e-17
13	38	1.02915e-17
13	39	1.04851e-17
13	40	1.06652e-17
13	41	1.08306e-17
13	42	1.09804e-17
13	43	1.11139e-17
13	44	1.12306e-17
13	45	1.13299e-17
13	46	1.14116e-17
13	47	1.14754e-17
13	48	1.15211e-17
13	49	1.15485e-17
13	50	1.15577e-17
13	51	1.15485e-17
13	52	1.15211e-17
13	53	1.14754e-17
13	54	1.14116e-17
13	55	1.13299e-17
13	56	1.12306e-17
13	57	1.11139e-17
13	58	1.09804e-17
13	59	1.08306e-17
13	60	1.06652e-17
13	61	1.04851e-17
13	62	1.02915e-17
13	63	1.00856e-17
13	64	9.86931e-18
13	65	9.64455e-18
13	66	9.41378e-18
13	67	9.2895e-18
13	68	9.27598e-18
13	69	9.17621e-18
13	70	9.26317e-18
13	71	9.23043e-18
13	72	9.22244e-18
13	73	9.23623e-18
13	74	9.27528e-18
13	75	9.16371e-18
13	76	9.27902e-18
13	77	9.28338e-18
13	78	9.3289e-18
13	79	9.34084e-18
13	80	9.41851e-18
13	81	9.32616e-18
13	82	9.35446e-18
13	83	9.41749e-18
13	84	9.36054e-18
13	85	9.46846e-18
13	86	9.4026e-18
13	87	9.50468e-18
13	88	9.59057e-18
13	89	9.60027e-18
13	90	9.65213e-18
13	91	9.74216e-18
13	92	9.73966e-18
13	93	9.8831e-18
13	94	1.00101e-17
13	95	1.01193e-17
13	96	1.02099e-17
13	97	1.02811e-17
13	98	1.03323e-17
13	99	1.03632e-17

14	0	1.03735e-17
14	1	1.03632e-17
14	2	1.03323e-17
14	3	1.02811e-17
14	4	1.02099e-17
14	5	1.01193e-17
14	6	1.00101e-17
14	7	9.8831e-18
14	8	9.73966e-18
14	9	9.58127e-18
14	10	9.40977e-18
14	11	9.22741e-18
14	12	9.05358e-18
14	13	9.11455e-18
14	14	9.0761e-18
14	15	9.0201e-18
14	16	9.03364e-18
14	17	9.03241e-18
14	18	9.02416e-18
14	19	9.08138e-18
14	20	9.13264e-18
14	21	9.1107e-18
14	22	9.18629e-18
14	23	9.06428e-18
14	24	9.11006e-18
14	25	9.06328e-18
14	26	9.02092e-18
14	27	9.16221e-18
14	28	9.21701e-18
14	29	9.23318e-18
14	30	9.22251e-18
14	31	9.26739e-18
14	32	9.31727e-18
14	33	9.36395e-18
14	34	9.41378e-18
14	35	9.64455e-18
14	36	9.86931e-18
14	37	1.00856e-17
14	38	1.02915e-17
14	39	1.04851e-17
14	40	1.06652e-17
14	41	1.08306e-17
14	42	1.09804e-17
14	43	1.11139e-17
14	44	1.12306e-17
14	45	1.13299e-17
14	46	1.14116e-17
14	47	1.14754e-17
14	48	1.15211e-17
14	49	1.15485e-17
14	50	1.15577e-17
14	51	1.15485e-17
14	52	1.15211e-17
14	53	1.14754e-17
14	54	1.14116e-17
14	55	1.13299e-17
14	56	1.12306e-17
14	57	1.11139e-17
14	58	1.09804e-17
14	59	1.08306e-17
14	60	1.06652e-17
14	61	1.04851e-17
14	62	1.02915e-17
14	63	1.00856e-17
14	64	9.86931e-18
14	65	9.64455e-18
14	66	9.41378e-18
14	67	9.28979e-18
14	68	9.28747e-18
14	69	9.19823e-18
14	70	9.2745e-18
14	71	9.25406e-18
14	72	9.24316e-18
14	73	9.2491e-18
14	74	9.28177e-18
14	75	9.18399e-18
14	76	9.29593e-18
14	77	9.30126e-18
14	78	9.33226e-18
14	79	9.37786e-18
14	80	9.42681e-18
14	81	9.33129e-18
14	82	9.363e-18
14	83	9.41793e-18
14	84	9.36618e-18
14	85	9.47385e-18
14	86	9.41229e-18
14	87	9.51308e-18
14	88	9.59099e-18
14	89	9.61168e-18
14	90	9.67803e-18
14	91	9.74859e-18
14	92	9.73966e-18
14	93	9.8831e-18
14	94	1.00101e-17
14	95	1.01193e-17
14	96	1.02099e-17
14	97	1.02811e-17
14	98	1.03323e-17
14	99	1.03632e-17

15	0	1.03735e-17
15	1	1.03632e-17
15	2	1.03323e-17
15	3	1.02811e-17
15	4	1.02099e-17
15	5	1.01193e-17
15	6	1.00101e-17
15	7	9.8831e-18
15	8	9.73966e-18
15	9	9.58127e-18
15	10	9.40977e-18
15	11	9.22741e-18
15	12	9.10388e-18
15	13	9.12131e-18
15	14	9.10906e-18
15	15	9.04216e-18
15	16	9.05807e-18
15	17	9.03317e-18
15	18	9.034e-18
15	19	9.08647e-18
15	20	9.14001e-18
15	21	9.13838e-18
15	22	9.1888e-18
15	23	9.1118e-18
15	24	9.11874e-18
15	25	9.12359e-18
15	26	9.09505e-18
15	27	9.17114e-18
15	28	9.24665e-18
15	29	9.24605e-18
15	30	9.25227e-18
15	31	9.27755e-18
15	32	9.32058e-18
15	33	9.37235e-18
15	34	9.41378e-18
15	35	9.64455e-18
15	36	9.86931e-18
15	37	1.00856e-17
15	38	1.02915e-17
15	39	1.04851e-17
15	40	1.06652e-17
15	41	1.08306e-17
15	42	1.09804e-17
15	43	1.11139e-17
15	44	1.12306e-17
15	45	1.13299e-17
15	46	1.14116e-17
15	47	1.14754e-17
15	48	1.15211e-17
15	49	1.15485e-17
15	50	1.15577e-17
15	51	1.15485e-17
15	52	1.15211e-17
15	53	1.14754e-17
15	54	1.14116e-17
15	55	1.13299e-17
15	56	1.12306e-17
15	57	1.11139e-17
15	58	1.09804e-17
15	59	1.08306e-17
15	60	1.06652e-17
15	61	1.04851e-17
15	62	1.02915e-17
15	63	1.00856e-17
15	64	9.86931e-18
15	65	9.64455e-18
15	66	9.41378e-18
15	67	9.35145e-18
15	68	9.35137e-18
15	69	9.23283e-18
15	70	9.2804e-18
15	71	9.28617e-18
15	72	9.24395e-18
15	73	9.27641e-18
15	74	9.28249e-18
15	75	9.20291e-18
15	76	9.30881e-18
15	77	9.30669e-18
15	78	9.35004e-18
15	79	9.37915e-18
15	80	9.44657e-18
15	81	9.34842e-18
15	82	9.36304e-18
15	83	9.41895e-18
15	84	9.37081e-18
15	85	9.48462e-18
15	86	9.43467e-18
15	87	9.53432e-18
15	88	9.59828e-18
15	89	9.65343e-18
15	90	9.6873e-18
15	91	9.75953e-18
15	92	9.73966e-18
15	93	9.8831e-18
15	94	1.00101e-17
15	95	1.01193e-17
15	96	1.02099e-17
15	97	1.02811e-17
15	98	1.03323e-17
15	99	1.03632e-17

16	0	1.03735e-17
16	1	1.03632e-17
16	2	1.03323e-17
16	3	1.02811e-17
16	4	1.02099e-17
16	5	1.01193e-17
16	6	1.00101e-17
16	7	9.8831e-18
16	8	9.73966e-18
16	9	9.58127e-18
16	10	9.40977e-18
16	11	9.22741e-18
16	12	9.10442e-18
16	13	9.12176e-18
16	14	9.13134e-18
16	15	9.06203e-18
16	16	9.06475e-18
16	17	9.05645e-18
16	18	9.0471e-18
16	19	9.10676e-18
16	20	9.14005e-18
16	21	9.14731e-18
16	22	9.1955e-18
16	23	9.12459e-18
16	24	9.12148e-18
16	25	9.12649e-18
16	26	9.11474e-18
16	27	9.17147e-18
16	28	9.25076e-18
16	29	9.2479e-18
16	30	9.27589e-18
16	31	9.27771e-18
16	32	9.3267e-18
16	33	9.37524e-18
16	34	9.41378e-18
16	35	9.64455e-18
16	36	9.86931e-18
16	37	1.00856e-17
16	38	1.02915e-17
16	39	1.04851e-17
16	40	1.06652e-17
16	41	1.08306e-17
16	42	1.09804e-17
16	43	1.11139e-17
16	44	1.12306e-17
16	45	1.13299e-17
16	46	1.14116e-17
16	47	1.14754e-17
16	48	1.15211e-17
16	49	1.15485e-17
16	50	1.15577e-17
16	51	1.15485e-17
16	52	1.15211e-17
16	53	1.14754e-17
16	54	1.14116e-17
16	55	1.13299e-17
16	56	1.12306e-17
16	57	1.11139e-17
16	58	1.09804e-17
16	59	1.08306e-17
16	60	1.06652e-17
16	61	1.04851e-17
16	62	1.02915e-17
16	63	1.00856e-17
16	64	9.86931e-18
16	65	9.64455e-18
16	66	9.41378e-18
16	67	9.35375e-18
16	68	9.36247e-18
16	69	9.24137e-18
16	70	9.30339e-18
16	71	9.28772e-18
16	72	9.24563e-18
16	73	9.28867e-18
16	74	9.29983e-18
16	75	9.2569e-18
16	76	9.31815e-18
16	77	9.32398e-18
16	78	9.35187e-18
16	79	9.39306e-18
16	80	9.44987e-18
16	81	9.36624e-18
16	82	9.37949e-18
16	83	9.42091e-18
16	84	9.38505e-18
16	85	9.48983e-18
16	86	9.48193e-18
16	87	9.54845e-18
16	88	9.60886e-18
16	89	9.65466e-18
16	90	9.68745e-18
16	91	9.76018e-18
16	92	9.78562e-18
16	93	9.8831e-18
16	94	1.00101e-17
16	95	1.01193e-17
16	96	1.02099e-17
16	97	1.02811e-17
16	98	1.03323e-17
16	99	1.03632e-17

17	0	1.03735e-17
17	1	1.03632e-17
17	2	1.03323e-17
17	3	1.02811e-17
17	4	1.02099e-17
17	5	1.01193e-17
17	6	1.00101e-17
17	7	9.8831e-18
17	8	9.73966e-18
17	9	9.58127e-18
17	10	9.40977e-18
17	11	9.22741e-18
17	12	9.12406e-18
17	13	9.12812e-18
17	14	9.15765e-18
17	15	9.10158e-18
17	16	9.07722e-18
17	17	9.06772e-18
17	18	9.09163e-18
17	19	9.12077e-18
17	20	9.15917e-18
17	21	9.15603e-18
17	22	9.20229e-18
17	23	9.12545e-18
17	24	9.14032e-18
17	25	9.1327e-18
17	26	9.19392e-18
17	27	9.17532e-18
17	28	9.26844e-18
17	29	9.24969e-18
17	30	9.30361e-18
17	31	9.28571e-18
17	32	9.36483e-18
17	33	9.37774e-18
17	34	9.41378e-18
17	35	9.64455e-18
17	36	9.86931e-18
17	37	1.00856e-17
17	38	1.02915e-17
17	39	1.04851e-17
17	40	1.06652e-17
17	41	1.08306e-17
17	42	1.09804e-17
17	43	1.11139e-17
17	44	1.12306e-17
17	45	1.13299e-17
17	46	1.14116e-17
17	47	1.14754e-17
17	48	1.15211e-17
17	49	1.15485e-17
17	50	1.15577e-17
17	51	1.15485e-17
17	52	1.15211e-17
17	53	1.14754e-17
17	54	1.14116e-17
17	55	1.13299e-17
17	56	1.12306e-17
17	57	1.11139e-17
17	58	1.09804e-17
17	59	1.08306e-17
17	60	1.06652e-17
17	61	1.04851e-17
17	62	1.02915e-17
17	63	1.00856e-17
17	64	9.86931e-18
17	65	9.64455e-18
17	66	9.41378e-18
17	67	9.35893e-18
17	68	9.3791e-18
17	69	9.28193e-18
17	70	9.37829e-18
17	71	9.29847e-18
17	72	9.27507e-18
17	73	9.29991e-18
17	74	9.32044e-18
17	75	9.26471e-18
17	76	9.33601e-18
17	77	9.34538e-18
17	78	9.35496e-18
17	79	9.39539e-18
17	80	9.45806e-18
17	81	9.37457e-18
17	82	9.39433e-18
17	83	9.4378e-18
17	84	9.38828e-18
17	85	9.49208e-18
17	86	9.53043e-18
17	87	9.60115e-18
17	88	9.61162e-18
17	89	9.65479e-18
17	90	9.70089e-18
17	91	9.81189e-18
17	92	9.79382e-18
17	93	9.8831e-18
17	94	1.00101e-17
17	95	1.01193e-17
17	96	1.02099e-17
17	97	1.02811e-17
17	98	1.03323e-17
17	99	1.03632e-17

18	0	1.03735e-17
18	1	1.03632e-17
18	2	1.03323e-17
18	3	1.02811e-17
18	4	1.02099e-17
18	5	1.01193e-17
18	6	1.00101e-17
18	7	9.8831e-18
18	8	9.73966e-18
18	9	9.58127e-18
18	10	9.40977e-18
18	11	9.22741e-18
18	12	9.13419e-18
18	13	9.14523e-18
18	14	9.15814e-18
18	15	9.12854e-18
18	16	9.14246e-18
18	17	9.08921e-18
18	18	9.10056e-18
18	19	9.14589e-18
18	20	9.16786e-18
18	21	9.21902e-18
18	22	9.21212e-18
18	23	9.15087e-18
18	24	9.14257e-18
18	25	9.16487e-18
18	26	9.20701e-18
18	27	9.18326e-18
18	28	9.27259e-18
18	29	9.27235e-18
18	30	9.30544e-18
18	31	9.33181e-18
18	32	9.39341e-18
18	33	9.41093e-18
18	34	9.41378e-18
18	35	9.64455e-18
18	36	9.86931e-18
18	37	1.00856e-17
18	38	1.02915e-17
18	39	1.04851e-17
18	40	1.06652e-17
18	41	1.08306e-17
18	42	1.09804e-17
18	43	1.11139e-17
18	44	1.12306e-17
18	45	1.13299e-17
18	46	1.14116e-17
18	47	1.14754e-17
18	48	1.15211e-17
18	49	1.15485e-17
18	50	1.15577e-17
18	51	1.15485e-17
18	52	1.15211e-17
18	53	1.14754e-17
18	54	1.14116e-17
18	55	1.13299e-17
18	56	1.12306e-17
18	57	1.11139e-17
18	58	1.09804e-17
18	59	1.08306e-17
18	60	1.06652e-17
18	61	1.04851e-17
18	62	1.02915e-17
18	63	1.00856e-17
18	64	9.86931e-18
18	65	9.64455e-18
18	66	9.41378e-18
18	67	9.35901e-18
18	68	9.38229e-18
18	69	9.30226e-18
18	70	9.37983e-18
18	71	9.32673e-18
18	72	9.27537e-18
18	73	9.30953e-18
18	74	9.32201e-18
18	75	9.28514e-18
18	76	9.34298e-18
18	77	9.38043e-18
18	78	9.35528e-18
18	79	9.40387e-18
18	80	9.46219e-18
18	81	9.38384e-18
18	82	9.39583e-18
18	83	9.46209e-18
18	84	9.40357e-18
18	85	9.49495e-18
18	86	9.57222e-18
18	87	9.61349e-18
18	88	9.6346e-18
18	89	9.65565e-18
18	90	9.70172e-18
18	91	9.81817e-18
18	92	9.81411e-18
18	93	9.8831e-18
18	94	1.00101e-17
18	95	1.01193e-17
18	96	1.02099e-17
18	97	1.02811e-17
18	98	1.03323e-17
18	99	1.03632e-17

19	0	1.03735e-17
19	1	1.03632e-17
19	2	1.03323e-17
19	3	1.02811e-17
19	4	1.02099e-17
19	5	1.01193e-17
19	6	1.00101e-17
19	7	9.8831e-18
19	8	9.73966e-18
19	9	9.58127e-18
19	10	9.40977e-18
19	11	9.22741e-18
19	12	9.13645e-18
19	13	9.15885e-18
19	14	9.1603e-18
19	15	9.1569e-18
19	16	9.14897e-18
19	17	9.09984e-18
19	18	9.1076e-18
19	19	9.14598e-18
19	20	9.18415e-18
19	21	9.22473e-18
19	22	9.22517e-18
19	23	9.16613e-18
19	24	9.15199e-18
19	25	9.16591e-18
19	26	9.21618e-18
19	27	9.18618e-18
19	28	9.28558e-18
19	29	9.27301e-18
19	30	9.31165e-18
19	31	9.35948e-18
19	32	9.40139e-18
19	33	9.42893e-18
19	34	9.41378e-18
19	35	9.64455e-18
19	36	9.86931e-18
19	37	1.00856e-17
19	38	1.02915e-17
19	39	1.04851e-17
19	40	1.06652e-17
19	41	1.08306e-17
19	42	1.09804e-17
19	43	1.11139e-17
19	44	1.12306e-17
19	45	1.13299e-17
19	46	1.14116e-17
19	47	1.14754e-17
19	48	1.15211e-17
19	49	1.15485e-17
19	50	1.15577e-17
19	51	1.15485e-17
19	52	1.15211e-17
19	53	1.14754e-17
19	54	1.14116e-17
19	55	1.13299e-17
19	56	1.12306e-17
19	57	1.11139e-17
19	58	1.09804e-17
19	59	1.08306e-17
19	60	1.06652e-17
19	61	1.04851e-17
19	62	1.02915e-17
19	63	1.00856e-17
19	64	9.86931e-18
19	65	9.64455e-18
19	66	9.42952e-18
19	67	9.3597e-18
19	68	9.41889e-18
19	69	9.33926e-18
19	70	9.39081e-18
19	71	9.33501e-18
19	72	9.28804e-18
19	73	9.3169e-18
19	74	9.3239e-18
19	75	9.2886e-18
19	76	9.34583e-18
19	77	9.38115e-18
19	78	9.36018e-18
19	79	9.40524e-18
19	80	9.4658e-18
19	81	9.39825e-18
19	82	9.4449e-18
19	83	9.46981e-18
19	84	9.42878e-18
19	85	9.5577e-18
19	86	9.61374e-18
19	87	9.61554e-18
19	88	9.65997e-18
19	89	9.67763e-18
19	90	9.71268e-18
19	91	9.84069e-18
19	92	9.86342e-18
19	93	9.8831e-18
19	94	1.00101e-17
19	95	1.01193e-17
19	96	1.02099e-17
19	97	1.02811e-17
19	98	1.03323e-17
19	99	1.03632e-17

20	0	1.03735e-17
20	1	1.03632e-17
20	2	1.03323e-17
20	3	1.02811e-17
20	4	1.02099e-17
20	5	1.01193e-17
20	6	1.00101e-17
20	7	9.8831e-18
20	8	9.73966e-18
20	9	9.58127e-18
20	10	9.40977e-18
20	11	9.22741e-18
20	12	9.14864e-18
20	13	9.17454e-18
20	14	9.17371e-18
20	15	9.20456e-18
20	16	9.15895e-18
20	17	9.12387e-18
20	18	9.12987e-18
20	19	9.15207e-18
20	20	9.18427e-18
20	21	9.23871e-18
20	22	9.23893e-18
20	23	9.16752e-18
20	24	9.16476e-18
20	25	9.17055e-18
20	26	9.21829e-18
20	27	9.19626e-18
20	28	9.29621e-18
20	29	9.28442e-18
20	30	9.31797e-18
20	31	9.37899e-18
20	32	9.41205e-18
20	33	9.43583e-18
20	34	9.41378e-18
20	35	9.64455e-18
20	36	9.86931e-18
20	37	1.00856e-17
20	38	1.02915e-17
20	39	1.04851e-17
20	40	1.06652e-17
20	41	1.08306e-17
20	42	1.09804e-17
20	43	1.11139e-17
20	44	1.12306e-17
20	45	1.13299e-17
20	46	1.14116e-17
20	47	1.14754e-17
20	48	1.15211e-17
20	49	1.15485e-17
20	50	1.15577e-17
20	51	1.15485e-17
20	52	1.15211e-17
20	53	1.14754e-17
20	54	1.14116e-17
20	55	1.13299e-17
20	56	1.12306e-17
20	57	1.11139e-17
20	58	1.09804e-17
20	59	1.08306e-17
20	60	1.06652e-17
20	61	1.04851e-17
20	62	1.02915e-17
20	63	1.00856e-17
20	64	9.86931e-18
20	65	9.64455e-18
20	66	9.45528e-18
20	67	9.3601e-18
20	68	9.42901e-18
20	69	9.36455e-18
20	70	9.41344e-18
20	71	9.33717e-18
20	72	9.323e-18
20	73	9.36118e-18
20	74	9.3385e-18
20	75	9.31415e-18
20	76	9.37489e-18
20	77	9.38521e-18
20	78	9.37767e-18
20	79	9.41062e-18
20	80	9.46676e-18
20	81	9.40268e-18
20	82	9.45749e-18
20	83	9.47608e-18
20	84	9.44631e-18
20	85	9.57851e-18
20	86	9.6149e-18
20	87	9.618e-18
20	88	9.67538e-18
20	89	9.69773e-18
20	90	9.71277e-18
20	91	9.84849e-18
20	92	9.86975e-18
20	93	9.8831e-18
20	94	1.00101e-17
20	95	1.01193e-17
20	96	1.02099e-17
20	97	1.02811e-17
20	98	1.03323e-17
20	99	1.03632e-17

21	0	1.03735e-17
21	1	1.03632e-17
21	2	1.03323e-17
21	3	1.02811e-17
21	4	1.02099e-17
21	5	1.01193e-17
21	6	1.00101e-17
21	7	9.8831e-18
21	8	9.73966e-18
21	9	9.58127e-18
21	10	9.40977e-18
21	11	9.22741e-18
21	12	9.1713e-18
21	13	9.17479e-18
21	14	9.17607e-18
21	15	9.20856e-18
21	16	9.16978e-18
21	17	9.13402e-18
21	18	9.13697e-18
21	19	9.17493e-18
21	20	9.19576e-18
21	21	9.25033e-18
21	22	9.24484e-18
21	23	9.23357e-18
21	24	9.19203e-18
21	25	9.17996e-18
21	26	9.2487e-18
21	27	9.21913e-18
21	28	9.33027e-18
21	29	9.29794e-18
21	30	9.32275e-18
21	31	9.38154e-18
21	32	9.44046e-18
21	33	9.43631e-18
21	34	9.41378e-18
21	35	9.64455e-18
21	36	9.86931e-18
21	37	1.00856e-17
21	38	1.02915e-17
21	39	1.04851e-17
21	40	1.06652e-17
21	41	1.08306e-17
21	42	1.09804e-17
21	43	1.11139e-17
21	44	1.12306e-17
21	45	1.13299e-17
21	46	1.14116e-17
21	47	1.14754e-17
21	48	1.15211e-17
21	49	1.15485e-17
21	50	1.15577e-17
21	51	1.15485e-17
21	52	1.15211e-17
21	53	1.14754e-17
21	54	1.14116e-17
21	55	1.13299e-17
21	56	1.12306e-17
21	57	1.11139e-17
21	58	1.09804e-17
21	59	1.08306e-17
21	60	1.06652e-17
21	61	1.04851e-17
21	62	1.02915e-17
21	63	1.00856e-17
21	64	9.86931e-18
21	65	9.64455e-18
21	66	9.45782e-18
21	67	9.37446e-18
21	68	9.44516e-18
21	69	9.36703e-18
21	70	9.41528e-18
21	71	9.34079e-18
21	72	9.37187e-18
21	73	9.36348e-18
21	74	9.34043e-18
21	75	9.36151e-18
21	76	9.3792e-18
21	77	9.41998e-18
21	78	9.38064e-18
21	79	9.41652e-18
21	80	9.4724e-18
21	81	9.40311e-18
21	82	9.46111e-18
21	83	9.49144e-18
21	84	9.45084e-18
21	85	9.58557e-18
21	86	9.64423e-18
21	87	9.62104e-18
21	88	9.67609e-18
21	89	9.70927e-18
21	90	9.71424e-18
21	91	9.86683e-18
21	92	9.87394e-18
21	93	9.8831e-18
21	94	1.00101e-17
21	95	1.01193e-17
21	96	1.02099e-17
21	97	1.02811e-17
21	98	1.03323e-17
21	99	1.03632e-17

22	0	1.03735e-17
22	1	1.03632e-17
22	2	1.03323e-17
22	3	1.02811e-17
22	4	1.02099e-17
22	5	1.01193e-17
22	6	1.00101e-17
22	7	9.8831e-18
22	8	9.73966e-18
22	9	9.58127e-18
22	10	9.40977e-18
22	11	9.22741e-18
22	12	9.19448e-18
22	13	9.18456e-18
22	14	9.21393e-18
22	15	9.20926e-18
22	16	9.17215e-18
22	17	9.1361e-18
22	18	9.17192e-18
22	19	9.21959e-18
22	20	9.20963e-18
22	21	9.25205e-18
22	22	9.25418e-18
22	23	9.24222e-18
22	24	9.19231e-18
22	25	9.19301e-18
22	26	9.26439e-18
22	27	9.22466e-18
22	28	9.34185e-18
22	29	9.31306e-18
22	30	9.33156e-18
22	31	9.38971e-18
22	32	9.44422e-18
22	33	9.45991e-18
22	34	9.41378e-18
22	35	9.64455e-18
22	36	9.86931e-18
22	37	1.00856e-17
22	38	1.02915e-17
22	39	1.04851e-17
22	40	1.06652e-17
22	41	1.08306e-17
22	42	1.09804e-17
22	43	1.11139e-17
22	44	1.12306e-17
22	45	1.13299e-17
22	46	1.14116e-17
22	47	1.14754e-17
22	48	1.15211e-17
22	49	1.15485e-17
22	50	1.15577e-17
22	51	1.15485e-17
22	52	1.15211e-17
22	53	1.14754e-17
22	54	1.14116e-17
22	55	1.13299e-17
22	56	1.12306e-17
22	57	1.11139e-17
22	58	1.09804e-17
22	59	1.08306e-17
22	60	1.06652e-17
22	61	1.04851e-17
22	62	1.02915e-17
22	63	1.00856e-17
22	64	9.86931e-18
22	65	9.64455e-18
22	66	9.46842e-18
22	67	9.3797e-18
22	68	9.51858e-18
22	69	9.39282e-18
22	70	9.42771e-18
22	71	9.34688e-18
22	72	9.37443e-18
22	73	9.38386e-18
22	74	9.3477e-18
22	75	9.36662e-18
22	76	9.39193e-18
22	77	9.43349e-18
22	78	9.38562e-18
22	79	9.44952e-18
22	80	9.49302e-18
22	81	9.42941e-18
22	82	9.4621e-18
22	83	9.51637e-18
22	84	9.46788e-18
22	85	9.60088e-18
22	86	9.65901e-18
22	87	9.62198e-18
22	88	9.73105e-18
22	89	9.77181e-18
22	90	9.73311e-18
22	91	9.88368e-18
22	92	9.91854e-18
22	93	9.8831e-18
22	94	1.00101e-17
22	95	1.01193e-17
22	96	1.02099e-17
22	97	1.02811e-17
22	98	1.03323e-17
22	99	1.03632e-17

23	0	1.03735e-17
23	1	1.03632e-17
23	2	1.03323e-17
23	3	1.02811e-17
23	4	1.02099e-17
23	5	1.01193e-17
23	6	1.00101e-17
23	7	9.8831e-18
23	8	9.73966e-18
23	9	9.58127e-18
23	10	9.40977e-18
23	11	9.22741e-18
23	12	9.22559e-18
23	13	9.18796e-18
23	14	9.23497e-18
23	15	9.24692e-18
23	16	9.17394e-18
23	17	9.15479e-18
23	18	9.17738e-18
23	19	9.24354e-18
23	20	9.27189e-18
23	21	9.25938e-18
23	22	9.28477e-18
