#1:kx	2:n	3:s(n)
11	58	1.45174e-17
11	59	1.45069e-17
11	60	1.45585e-17
11	61	1.45715e-17
11	62	1.45838e-17
11	63	1.47434e-17
11	64	1.46034e-17
11	65	1.46754e-17
11	66	1.48548e-17
11	67	1.49148e-17
11	68	1.47934e-17
11	69	1.46668e-17
11	70	1.47319e-17
11	71	1.47014e-17
11	72	1.46723e-17
11	73	1.47394e-17
11	74	1.47564e-17
11	75	1.47182e-17
11	76	1.48575e-17
11	77	1.48233e-17
11	78	1.49114e-17
11	79	1.47843e-17
11	80	1.49722e-17
11	81	1.47621e-17
11	82	1.48161e-17
11	83	1.48428e-17
11	84	1.4861e-17
11	85	1.51011e-17
11	86	1.48585e-17
11	87	1.48678e-17
11	88	1.4914e-17
11	89	1.50662e-17
11	90	1.48891e-17
11	91	1.50502e-17
11	92	1.5015e-17
11	93	1.5002e-17
11	94	1.50471e-17
11	95	1.50623e-17
11	96	1.51018e-17
11	97	1.5032e-17
11	98	1.50783e-17
11	99	1.50495e-17

12	0	1.30215e-17
12	1	1.39169e-17
12	2	1.38645e-17
12	3	1.40461e-17
12	4	1.42222e-17
12	5	1.39691e-17
12	6	1.40425e-17
12	7	1.41596e-17
12	8	1.41625e-17
12	9	1.4194e-17
12	10	1.42184e-17
12	11	1.41798e-17
12	12	1.43446e-17
12	13	1.43572e-17
12	14	1.42807e-17
12	15	1.43317e-17
12	16	1.43967e-17
12	17	1.44111e-17
12	18	1.44274e-17
12	19	1.4525e-17
12	20	1.45674e-17
12	21	1.46523e-17
12	22	1.46054e-17
12	23	1.44978e-17
12	24	1.47184e-17
12	25	1.46609e-17
12	26	1.47034e-17
12	27	1.46489e-17
12	28	1.47642e-17
12	29	1.48625e-17
12	30	1.47967e-17
12	31	1.48278e-17
12	32	1.47316e-17
12	33	1.46833e-17
12	34	1.4655e-17
12	35	1.47522e-17
12	36	1.46289e-17
12	37	1.47658e-17
12	38	1.4778e-17
12	39	1.47442e-17
12	40	1.47362e-17
12	41	1.46846e-17
12	42	1.47744e-17
12	43	1.47286e-17
12	44	1.4837e-17
12	45	1.48338e-17
12	46	1.47933e-17
12	47	1.48025e-17
12	48	1.47757e-17
12	49	1.47936e-17
12	50	1.45738e-17
12	51	1.47431e-17
12	52	1.47434e-17
12	53	1.48085e-17
12	54	1.46415e-17
12	55	1.46093e-17
12	56	1.46476e-17
12	57	1.45624e-17
12	58	1.45662e-17
12	59	1.45251e-17
12	60	1.45612e-17
12	61	1.4638e-17
12	62	1.46517e-17
12	63	1.47463e-17
12	64	1.46074e-17
12	65	1.46893e-17
12	66	1.48773e-17
12	67	1.49353e-17
12	68	1.4796e-17
12	69	1.4685e-17
12	70	1.47331e-17
12	71	1.47117e-17
12	72	1.46935e-17
12	73	1.47425e-17
12	74	1.4787e-17
12	75	1.47211e-17
12	76	1.48591e-17
12	77	1.48533e-17
12	78	1.49179e-17
12	79	1.48291e-17
12	80	1.50388e-17
12	81	1.47802e-17
12	82	1.49066e-17
12	83	1.48485e-17
12	84	1.48667e-17
12	85	1.51126e-17
12	86	1.48919e-17
12	87	1.48779e-17
12	88	1.49167e-17
12	89	1.51043e-17
12	90	1.49072e-17
12	91	1.50595e-17
12	92	1.50655e-17
12	93	1.50061e-17
12	94	1.50601e-17
12	95	1.50714e-17
12	96	1.51564e-17
12	97	1.50429e-17
12	98	1.50834e-17
12	99	1.50633e-17

13	0	1.30242e-17
13	1	1.39987e-17
13	2	1.38977e-17
13	3	1.40593e-17
13	4	1.42224e-17
13	5	1.3983e-17
13	6	1.40561e-17
13	7	1.41766e-17
13	8	1.41883e-17
13	9	1.42e-17
13	10	1.42546e-17
13	11	1.42245e-17
13	12	1.43488e-17
13	13	1.44331e-17
13	14	1.43545e-17
13	15	1.43841e-17
13	16	1.45215e-17
13	17	1.44162e-17
13	18	1.44466e-17
13	19	1.45358e-17
13	20	1.45709e-17
13	21	1.46772e-17
13	22	1.4611e-17
13	23	1.45217e-17
13	24	1.47609e-17
13	25	1.46818e-17
13	26	1.47072e-17
13	27	1.46889e-17
13	28	1.47926e-17
13	29	1.48724e-17
13	30	1.48321e-17
13	31	1.48398e-17
13	32	1.47724e-17
13	33	1.46977e-17
13	34	1.46869e-17
13	35	1.47536e-17
13	36	1.46673e-17
13	37	1.47749e-17
13	38	1.4782e-17
13	39	1.47454e-17
13	40	1.47776e-17
13	41	1.47365e-17
13	42	1.48378e-17
13	43	1.47615e-17
13	44	1.49047e-17
13	45	1.4837e-17
13	46	1.48528e-17
13	47	1.49107e-17
13	48	1.48167e-17
13	49	1.47981e-17
13	50	1.46434e-17
13	51	1.47531e-17
13	52	1.47746e-17
13	53	1.48386e-17
13	54	1.46564e-17
13	55	1.46565e-17
13	56	1.46596e-17
13	57	1.46231e-17
13	58	1.46083e-17
13	59	1.45257e-17
13	60	1.46764e-17
13	61	1.46499e-17
13	62	1.46746e-17
13	63	1.47475e-17
13	64	1.46256e-17
13	65	1.46925e-17
13	66	1.49298e-17
13	67	1.49532e-17
13	68	1.48137e-17
13	69	1.47118e-17
13	70	1.48383e-17
13	71	1.47594e-17
13	72	1.47034e-17
13	73	1.47668e-17
13	74	1.47914e-17
13	75	1.47788e-17
13	76	1.49122e-17
13	77	1.49181e-17
13	78	1.49368e-17
13	79	1.48306e-17
13	80	1.50517e-17
13	81	1.48015e-17
13	82	1.49336e-17
13	83	1.48678e-17
13	84	1.48835e-17
13	85	1.51163e-17
13	86	1.4915e-17
13	87	1.49127e-17
13	88	1.49223e-17
13	89	1.51231e-17
13	90	1.49357e-17
13	91	1.5065e-17
13	92	1.50689e-17
13	93	1.50661e-17
13	94	1.5069e-17
13	95	1.50941e-17
13	96	1.51654e-17
13	97	1.50456e-17
13	98	1.50906e-17
13	99	1.50916e-17

14	0	1.30464e-17
14	1	1.40534e-17
14	2	1.3909e-17
14	3	1.40937e-17
14	4	1.42256e-17
14	5	1.39921e-17
14	6	1.40776e-17
14	7	1.41966e-17
14	8	1.42226e-17
14	9	1.42289e-17
14	10	1.42662e-17
14	11	1.42348e-17
14	12	1.43588e-17
14	13	1.44923e-17
14	14	1.44073e-17
14	15	1.4408e-17
14	16	1.45455e-17
14	17	1.4419e-17
14	18	1.44681e-17
14	19	1.45365e-17
14	20	1.45964e-17
14	21	1.47108e-17
14	22	1.46554e-17
14	23	1.45935e-17
14	24	1.47755e-17
14	25	1.46944e-17
14	26	1.47151e-17
14	27	1.47459e-17
14	28	1.48509e-17
14	29	1.49068e-17
14	30	1.4846e-17
14	31	1.4847e-17
14	32	1.47838e-17
14	33	1.47005e-17
14	34	1.4688e-17
14	35	1.47961e-17
14	36	1.46787e-17
14	37	1.47964e-17
14	38	1.47905e-17
14	39	1.47482e-17
14	40	1.47836e-17
14	41	1.4752e-17
14	42	1.48531e-17
14	43	1.48146e-17
14	44	1.49351e-17
14	45	1.48424e-17
14	46	1.48598e-17
14	47	1.49429e-17
14	48	1.48484e-17
14	49	1.48351e-17
14	50	1.47419e-17
14	51	1.47951e-17
14	52	1.47821e-17
14	53	1.48724e-17
14	54	1.46721e-17
14	55	1.46866e-17
14	56	1.46732e-17
14	57	1.46887e-17
14	58	1.46433e-17
14	59	1.45332e-17
14	60	1.46774e-17
14	61	1.46547e-17
14	62	1.47189e-17
14	63	1.47562e-17
14	64	1.46432e-17
14	65	1.46963e-17
14	66	1.49474e-17
14	67	1.49806e-17
14	68	1.48216e-17
14	69	1.47795e-17
14	70	1.48586e-17
14	71	1.47662e-17
14	72	1.47127e-17
14	73	1.48057e-17
14	74	1.48232e-17
14	75	1.47902e-17
14	76	1.49218e-17
14	77	1.49651e-17
14	78	1.49793e-17
14	79	1.48559e-17
14	80	1.50616e-17
14	81	1.48578e-17
14	82	1.49499e-17
14	83	1.48761e-17
14	84	1.494e-17
14	85	1.51187e-17
14	86	1.4948e-17
14	87	1.495e-17
14	88	1.49561e-17
14	89	1.51507e-17
14	90	1.49646e-17
14	91	1.5094e-17
14	92	1.50813e-17
14	93	1.50924e-17
14	94	1.50736e-17
14	95	1.51123e-17
14	96	1.5168e-17
14	97	1.50526e-17
14	98	1.51764e-17
14	99	1.51184e-17

15	0	1.30536e-17
15	1	1.40621e-17
15	2	1.39213e-17
15	3	1.40974e-17
15	4	1.42305e-17
15	5	1.40542e-17
15	6	1.40859e-17
15	7	1.4223e-17
15	8	1.42437e-17
15	9	1.4248e-17
15	10	1.43002e-17
15	11	1.42503e-17
15	12	1.43689e-17
15	13	1.44961e-17
15	14	1.44168e-17
15	15	1.44641e-17
15	16	1.45475e-17
15	17	1.442e-17
15	18	1.448e-17
15	19	1.45365e-17
15	20	1.45964e-17
15	21	1.47145e-17
15	22	1.46628e-17
15	23	1.46096e-17
15	24	1.4832e-17
15	25	1.47006e-17
15	26	1.47397e-17
15	27	1.48041e-17
15	28	1.48636e-17
15	29	1.49115e-17
15	30	1.48498e-17
15	31	1.48664e-17
15	32	1.47847e-17
15	33	1.47122e-17
15	34	1.47328e-17
15	35	1.4812e-17
15	36	1.46833e-17
15	37	1.48208e-17
15	38	1.48658e-17
15	39	1.47682e-17
15	40	1.4784e-17
15	41	1.47716e-17
15	42	1.48656e-17
15	43	1.48371e-17
15	44	1.49604e-17
15	45	1.48586e-17
15	46	1.48759e-17
15	47	1.50435e-17
15	48	1.48959e-17
15	49	1.48455e-17
15	50	1.47517e-17
15	51	1.49568e-17
15	52	1.4811e-17
15	53	1.4873e-17
15	54	1.47085e-17
15	55	1.4695e-17
15	56	1.4702e-17
15	57	1.4699e-17
15	58	1.46749e-17
15	59	1.4534e-17
15	60	1.46833e-17
15	61	1.46809e-17
15	62	1.47254e-17
15	63	1.47603e-17
15	64	1.47385e-17
15	65	1.47194e-17
15	66	1.49536e-17
15	67	1.49834e-17
15	68	1.48419e-17
15	69	1.47951e-17
15	70	1.48832e-17
15	71	1.47732e-17
15	72	1.47687e-17
15	73	1.48127e-17
15	74	1.48625e-17
15	75	1.489e-17
15	76	1.49443e-17
15	77	1.49805e-17
15	78	1.49838e-17
15	79	1.48803e-17
15	80	1.50723e-17
15	81	1.48763e-17
15	82	1.49635e-17
15	83	1.4918e-17
15	84	1.49508e-17
15	85	1.51321e-17
15	86	1.49485e-17
15	87	1.49773e-17
15	88	1.49781e-17
15	89	1.51656e-17
15	90	1.49845e-17
15	91	1.50942e-17
15	92	1.50824e-17
15	93	1.51224e-17
15	94	1.50779e-17
15	95	1.51174e-17
15	96	1.51785e-17
15	97	1.5092e-17
15	98	1.51928e-17
15	99	1.51524e-17

16	0	1.30556e-17
16	1	1.40982e-17
16	2	1.39352e-17
16	3	1.41026e-17
16	4	1.42499e-17
16	5	1.40791e-17
16	6	1.41853e-17
16	7	1.42397e-17
16	8	1.42614e-17
16	9	1.42558e-17
16	10	1.43645e-17
16	11	1.42532e-17
16	12	1.43908e-17
16	13	1.45229e-17
16	14	1.44202e-17
16	15	1.44661e-17
16	16	1.45914e-17
16	17	1.44964e-17
16	18	1.44865e-17
16	19	1.46023e-17
16	20	1.46041e-17
16	21	1.4733e-17
16	22	1.4673e-17
16	23	1.46261e-17
16	24	1.4838e-17
16	25	1.47489e-17
16	26	1.47545e-17
16	27	1.48413e-17
16	28	1.48691e-17
16	29	1.4922e-17
16	30	1.48558e-17
16	31	1.48861e-17
16	32	1.48164e-17
16	33	1.47733e-17
16	34	1.48301e-17
16	35	1.48283e-17
16	36	1.46868e-17
16	37	1.48355e-17
16	38	1.4887e-17
16	39	1.4809e-17
16	40	1.47929e-17
16	41	1.47925e-17
16	42	1.49107e-17
16	43	1.48835e-17
16	44	1.49728e-17
16	45	1.49127e-17
16	46	1.49138e-17
16	47	1.50703e-17
16	48	1.49043e-17
16	49	1.48778e-17
16	50	1.47534e-17
16	51	1.49604e-17
16	52	1.48205e-17
16	53	1.48753e-17
16	54	1.47234e-17
16	55	1.46961e-17
16	56	1.47303e-17
16	57	1.47158e-17
16	58	1.47303e-17
16	59	1.46003e-17
16	60	1.47152e-17
16	61	1.46924e-17
16	62	1.47512e-17
16	63	1.4762e-17
16	64	1.47521e-17
16	65	1.47483e-17
16	66	1.49892e-17
16	67	1.49966e-17
16	68	1.48457e-17
16	69	1.4833e-17
16	70	1.48907e-17
16	71	1.48533e-17
16	72	1.48355e-17
16	73	1.48478e-17
16	74	1.48728e-17
16	75	1.4896e-17
16	76	1.49459e-17
16	77	1.4992e-17
16	78	1.50088e-17
16	79	1.4917e-17
16	80	1.5082e-17
16	81	1.48884e-17
16	82	1.49963e-17
16	83	1.49698e-17
16	84	1.4954e-17
16	85	1.51564e-17
16	86	1.49869e-17
16	87	1.49926e-17
16	88	1.49806e-17
16	89	1.51807e-17
16	90	1.49969e-17
16	91	1.51141e-17
16	92	1.50848e-17
16	93	1.51701e-17
16	94	1.50886e-17
16	95	1.51318e-17
16	96	1.51827e-17
16	97	1.50936e-17
16	98	1.52058e-17
16	99	1.51699e-17

17	0	1.30689e-17
17	1	1.40988e-17
17	2	1.39463e-17
17	3	1.41198e-17
17	4	1.4261e-17
17	5	1.40885e-17
17	6	1.419e-17
17	7	1.42901e-17
17	8	1.42661e-17
17	9	1.4275e-17
17	10	1.43865e-17
17	11	1.43174e-17
17	12	1.43981e-17
17	13	1.45624e-17
17	14	1.44342e-17
17	15	1.44937e-17
17	16	1.45969e-17
17	17	1.45198e-17
17	18	1.44947e-17
17	19	1.46722e-17
17	20	1.46442e-17
17	21	1.47554e-17
17	22	1.46818e-17
17	23	1.46402e-17
17	24	1.48716e-17
17	25	1.47645e-17
17	26	1.47603e-17
17	27	1.48523e-17
17	28	1.49138e-17
17	29	1.49258e-17
17	30	1.48563e-17
17	31	1.4893e-17
17	32	1.48209e-17
17	33	1.47752e-17
17	34	1.48438e-17
17	35	1.48287e-17
17	36	1.4713e-17
17	37	1.48485e-17
17	38	1.48962e-17
17	39	1.48295e-17
17	40	1.48061e-17
17	41	1.48258e-17
17	42	1.49184e-17
17	43	1.4887e-17
17	44	1.49895e-17
17	45	1.4951e-17
17	46	1.492e-17
17	47	1.51042e-17
17	48	1.49061e-17
17	49	1.48939e-17
17	50	1.47783e-17
17	51	1.49613e-17
17	52	1.48672e-17
17	53	1.48985e-17
17	54	1.47311e-17
17	55	1.4704e-17
17	56	1.48347e-17
17	57	1.4719e-17
17	58	1.47352e-17
17	59	1.46224e-17
17	60	1.47221e-17
17	61	1.46956e-17
17	62	1.47808e-17
17	63	1.47849e-17
17	64	1.47764e-17
17	65	1.47923e-17
17	66	1.49998e-17
17	67	1.49995e-17
17	68	1.48534e-17
17	69	1.48461e-17
17	70	1.49077e-17
17	71	1.48604e-17
17	72	1.48461e-17
17	73	1.48708e-17
17	74	1.49181e-17
17	75	1.48981e-17
17	76	1.49501e-17
17	77	1.50119e-17
17	78	1.50096e-17
17	79	1.49248e-17
17	80	1.50881e-17
17	81	1.49092e-17
17	82	1.50009e-17
17	83	1.49859e-17
17	84	1.49636e-17
17	85	1.51616e-17
17	86	1.50249e-17
17	87	1.50103e-17
17	88	1.49877e-17
17	89	1.51884e-17
17	90	1.50125e-17
17	91	1.51534e-17
17	92	1.50882e-17
17	93	1.51874e-17
17	94	1.51134e-17
17	95	1.51403e-17
17	96	1.52139e-17
17	97	1.51215e-17
17	98	1.52222e-17
17	99	1.51788e-17

18	0	1.30781e-17
18	1	1.41051e-17
18	2	1.39555e-17
18	3	1.41836e-17
18	4	1.43011e-17
18	5	1.41573e-17
18	6	1.42126e-17
18	7	1.42917e-17
18	8	1.42908e-17
18	9	1.42989e-17
18	10	1.44408e-17
18	11	1.43195e-17
18	12	1.44236e-17
18	13	1.46018e-17
18	14	1.44916e-17
18	15	1.4496e-17
18	16	1.46585e-17
18	17	1.45723e-17
18	18	1.45581e-17
18	19	1.46834e-17
18	20	1.46661e-17
18	21	1.476e-17
18	22	1.4697e-17
18	23	1.46576e-17
18	24	1.48724e-17
18	25	1.47771e-17
18	26	1.48458e-17
18	27	1.48548e-17
18	28	1.49232e-17
18	29	1.4932e-17
18	30	1.49189e-17
18	31	1.48932e-17
18	32	1.48738e-17
18	33	1.48066e-17
18	34	1.485e-17
18	35	1.48397e-17
18	36	1.47689e-17
18	37	1.4852e-17
18	38	1.49126e-17
18	39	1.48307e-17
18	40	1.48437e-17
18	41	1.48367e-17
18	42	1.49232e-17
18	43	1.48933e-17
18	44	1.50395e-17
18	45	1.49666e-17
18	46	1.49849e-17
18	47	1.51299e-17
18	48	1.49225e-17
18	49	1.49236e-17
18	50	1.48745e-17
18	51	1.49633e-17
18	52	1.49024e-17
18	53	1.4928e-17
18	54	1.47393e-17
18	55	1.47317e-17
18	56	1.48479e-17
18	57	1.4722e-17
18	58	1.4751e-17
18	59	1.46387e-17
18	60	1.47419e-17
18	61	1.46959e-17
18	62	1.47839e-17
18	63	1.48301e-17
18	64	1.48041e-17
18	65	1.48331e-17
18	66	1.50909e-17
18	67	1.50192e-17
18	68	1.48717e-17
18	69	1.49013e-17
18	70	1.49234e-17
18	71	1.48716e-17
18	72	1.4879e-17
18	73	1.48978e-17
18	74	1.49536e-17
18	75	1.49147e-17
18	76	1.50037e-17
18	77	1.50149e-17
18	78	1.50314e-17
18	79	1.49424e-17
18	80	1.50932e-17
18	81	1.49699e-17
18	82	1.50046e-17
18	83	1.50188e-17
18	84	1.5017e-17
18	85	1.51629e-17
18	86	1.50741e-17
18	87	1.50364e-17
18	88	1.5e-17
18	89	1.52056e-17
18	90	1.50319e-17
18	91	1.51665e-17
18	92	1.51363e-17
18	93	1.51918e-17
18	94	1.51453e-17
18	95	1.5214e-17
18	96	1.52139e-17
18	97	1.51296e-17
18	98	1.52451e-17
18	99	1.52414e-17

19	0	1.31257e-17
19	1	1.41207e-17
19	2	1.39658e-17
19	3	1.42181e-17
19	4	1.43246e-17
19	5	1.42022e-17
19	6	1.42543e-17
19	7	1.43266e-17
19	8	1.43161e-17
19	9	1.43547e-17
19	10	1.4445e-17
19	11	1.43265e-17
19	12	1.44432e-17
19	13	1.46087e-17
19	14	1.45215e-17
19	15	1.45384e-17
19	16	1.46585e-17
19	17	1.45978e-17
19	18	1.45855e-17
19	19	1.47185e-17
19	20	1.47284e-17
19	21	1.47704e-17
19	22	1.47262e-17
19	23	1.46629e-17
19	24	1.48758e-17
19	25	1.47983e-17
19	26	1.48465e-17
19	27	1.48601e-17
19	28	1.4974e-17
19	29	1.49329e-17
19	30	1.49373e-17
19	31	1.49438e-17
19	32	1.48819e-17
19	33	1.48243e-17
19	34	1.48843e-17
19	35	1.48417e-17
19	36	1.48136e-17
19	37	1.48616e-17
19	38	1.49248e-17
19	39	1.48462e-17
19	40	1.48456e-17
19	41	1.48957e-17
19	42	1.49568e-17
19	43	1.49257e-17
19	44	1.50405e-17
19	45	1.49912e-17
19	46	1.49985e-17
19	47	1.51574e-17
19	48	1.49408e-17
19	49	1.49347e-17
19	50	1.4893e-17
19	51	1.49767e-17
19	52	1.49185e-17
19	53	1.49805e-17
19	54	1.47876e-17
19	55	1.47687e-17
19	56	1.48581e-17
19	57	1.47472e-17
19	58	1.4752e-17
19	59	1.46863e-17
19	60	1.47595e-17
19	61	1.47018e-17
19	62	1.47928e-17
19	63	1.48657e-17
19	64	1.48666e-17
19	65	1.48936e-17
19	66	1.51056e-17
19	67	1.50367e-17
19	68	1.48788e-17
19	69	1.49353e-17
19	70	1.49291e-17
19	71	1.48975e-17
19	72	1.48965e-17
19	73	1.4972e-17
19	74	1.49836e-17
19	75	1.49249e-17
19	76	1.50204e-17
19	77	1.50333e-17
19	78	1.50588e-17
19	79	1.49807e-17
19	80	1.51166e-17
19	81	1.49722e-17
19	82	1.50284e-17
19	83	1.5053e-17
19	84	1.50475e-17
19	85	1.518e-17
19	86	1.51042e-17
19	87	1.50692e-17
19	88	1.50085e-17
19	89	1.52224e-17
19	90	1.50326e-17
19	91	1.52263e-17
19	92	1.51628e-17
19	93	1.52162e-17
19	94	1.51488e-17
19	95	1.52185e-17
19	96	1.52317e-17
19	97	1.51841e-17
19	98	1.52919e-17
19	99	1.52607e-17

20	0	1.31719e-17
20	1	1.41476e-17
20	2	1.3968e-17
20	3	1.4268e-17
20	4	1.43314e-17
20	5	1.42334e-17
20	6	1.42626e-17
20	7	1.4337e-17
20	8	1.43389e-17
20	9	1.4359e-17
20	10	1.44575e-17
20	11	1.43329e-17
20	12	1.44513e-17
20	13	1.46388e-17
20	14	1.45507e-17
20	15	1.45435e-17
20	16	1.47096e-17
20	17	1.46519e-17
20	18	1.46412e-17
20	19	1.47637e-17
20	20	1.47708e-17
20	21	1.47944e-17
20	22	1.47557e-17
20	23	1.47113e-17
20	24	1.48782e-17
20	25	1.48132e-17
20	26	1.48668e-17
20	27	1.48608e-17
20	28	1.49965e-17
20	29	1.49434e-17
20	30	1.49821e-17
20	31	1.49452e-17
20	32	1.49239e-17
20	33	1.48361e-17
20	34	1.48858e-17
20	35	1.48613e-17
20	36	1.48426e-17
20	37	1.48805e-17
20	38	1.49475e-17
20	39	1.48493e-17
20	40	1.48614e-17
20	41	1.49111e-17
20	42	1.49618e-17
20	43	1.49753e-17
20	44	1.50618e-17
20	45	1.50402e-17
20	46	1.50137e-17
20	47	1.51602e-17
20	48	1.49447e-17
20	49	1.49532e-17
20	50	1.49303e-17
20	51	1.50465e-17
20	52	1.49239e-17
20	53	1.50591e-17
20	54	1.4795e-17
20	55	1.48377e-17
20	56	1.48596e-17
20	57	1.47518e-17
20	58	1.47902e-17
20	59	1.47502e-17
20	60	1.47712e-17
20	61	1.47114e-17
20	62	1.48001e-17
20	63	1.48933e-17
20	64	1.48779e-17
20	65	1.4896e-17
20	66	1.51151e-17
20	67	1.50541e-17
20	68	1.49137e-17
20	69	1.49417e-17
20	70	1.49447e-17
20	71	1.49132e-17
20	72	1.49347e-17
20	73	1.51512e-17
20	74	1.5059e-17
20	75	1.49403e-17
20	76	1.50268e-17
20	77	1.50728e-17
20	78	1.50753e-17
20	79	1.50061e-17
20	80	1.5132e-17
20	81	1.50115e-17
20	82	1.50499e-17
20	83	1.50663e-17
20	84	1.50538e-17
20	85	1.52274e-17
20	86	1.5114e-17
20	87	1.51547e-17
20	88	1.50307e-17
20	89	1.52303e-17
20	90	1.50348e-17
20	91	1.52501e-17
20	92	1.51702e-17
20	93	1.52454e-17
20	94	1.51768e-17
20	95	1.52251e-17
20	96	1.52621e-17
20	97	1.52322e-17
20	98	1.53142e-17
20	99	1.52676e-17

21	0	1.31984e-17
21	1	1.41529e-17
21	2	1.40194e-17
21	3	1.42763e-17
21	4	1.4341e-17
21	5	1.4236e-17
21	6	1.42792e-17
21	7	1.43503e-17
21	8	1.43412e-17
21	9	1.43947e-17
21	10	1.44694e-17
21	11	1.44445e-17
21	12	1.45177e-17
21	13	1.46561e-17
21	14	1.45572e-17
21	15	1.45809e-17
21	16	1.47623e-17
21	17	1.46689e-17
21	18	1.46572e-17
21	19	1.47858e-17
21	20	1.4774e-17
21	21	1.48052e-17
21	22	1.47642e-17
21	23	1.47712e-17
21	24	1.48846e-17
21	25	1.49161e-17
21	26	1.48998e-17
21	27	1.49171e-17
21	28	1.50291e-17
21	29	1.49736e-17
21	30	1.49951e-17
21	31	1.49465e-17
21	32	1.49268e-17
21	33	1.48406e-17
21	34	1.49112e-17
21	35	1.49018e-17
21	36	1.48652e-17
21	37	1.49005e-17
21	38	1.50038e-17
21	39	1.48863e-17
21	40	1.48959e-17
21	41	1.49266e-17
21	42	1.49627e-17
21	43	1.49916e-17
21	44	1.50782e-17
21	45	1.50464e-17
21	46	1.50423e-17
21	47	1.51638e-17
21	48	1.49821e-17
21	49	1.50588e-17
21	50	1.49451e-17
21	51	1.5068e-17
21	52	1.49591e-17
21	53	1.50603e-17
21	54	1.48129e-17
21	55	1.48734e-17
21	56	1.49406e-17
21	57	1.47877e-17
21	58	1.47962e-17
21	59	1.48511e-17
21	60	1.47957e-17
21	61	1.47128e-17
21	62	1.48256e-17
21	63	1.49066e-17
21	64	1.49259e-17
21	65	1.49185e-17
21	66	1.51192e-17
21	67	1.50569e-17
21	68	1.49396e-17
21	69	1.49717e-17
21	70	1.49654e-17
21	71	1.49134e-17
21	72	1.50027e-17
21	73	1.51766e-17
21	74	1.51053e-17
21	75	1.49637e-17
21	76	1.50605e-17
21	77	1.50995e-17
21	78	1.50797e-17
21	79	1.50085e-17
21	80	1.51485e-17
21	81	1.50395e-17
21	82	1.50931e-17
21	83	1.50694e-17
21	84	1.50945e-17
21	85	1.52348e-17
21	86	1.51797e-17
21	87	1.51756e-17
21	88	1.51375e-17
21	89	1.52348e-17
21	90	1.50769e-17
21	91	1.52604e-17
21	92	1.51981e-17
21	93	1.52457e-17
21	94	1.51849e-17
21	95	1.52503e-17
21	96	1.52657e-17
21	97	1.52779e-17
21	98	1.53219e-17
21	99	1.53812e-17

22	0	1.32011e-17
22	1	1.41624e-17
22	2	1.4028e-17
22	3	1.43596e-17
22	4	1.43587e-17
22	5	1.4246e-17
22	6	1.42999e-17
22	7	1.43799e-17
22	8	1.43542e-17
22	9	1.44194e-17
22	10	1.4507e-17
22	11	1.44612e-17
22	12	1.4531e-17
22	13	1.46793e-17
22	14	1.45762e-17
22	15	1.46218e-17
22	16	1.47715e-17
22	17	1.46693e-17
22	18	1.46971e-17
22	19	1.47905e-17
22	20	1.48135e-17
22	21	1.48119e-17
22	22	1.48101e-17
22	23	1.47743e-17
22	24	1.49244e-17
22	25	1.49192e-17
22	26	1.49061e-17
22	27	1.49408e-17
22	28	1.50292e-17
22	29	1.49968e-17
22	30	1.50346e-17
22	31	1.49704e-17
22	32	1.49313e-17
22	33	1.48711e-17
22	34	1.49194e-17
22	35	1.49098e-17
22	36	1.48793e-17
22	37	1.49818e-17
22	38	1.50324e-17
22	39	1.49505e-17
22	40	1.49339e-17
22	41	1.49529e-17
22	42	1.50016e-17
22	43	1.50403e-17
22	44	1.50875e-17
22	45	1.5063e-17
22	46	1.50654e-17
22	47	1.51801e-17
22	48	1.4997e-17
22	49	1.50591e-17
22	50	1.49599e-17
22	51	1.50724e-17
22	52	1.49599e-17
22	53	1.50687e-17
22	54	1.48627e-17
22	55	1.4887e-17
22	56	1.4983e-17
22	57	1.48038e-17
22	58	1.48156e-17
22	59	1.48696e-17
22	60	1.47989e-17
22	61	1.47777e-17
22	62	1.48401e-17
22	63	1.49275e-17
22	64	1.49378e-17
22	65	1.49725e-17
22	66	1.51439e-17
22	67	1.50757e-17
22	68	1.50467e-17
22	69	1.50112e-17
22	70	1.49708e-17
22	71	1.49246e-17
22	72	1.50271e-17
22	73	1.51904e-17
22	74	1.5121e-17
22	75	1.50655e-17
22	76	1.5095e-17
22	77	1.51005e-17
22	78	1.50799e-17
22	79	1.50396e-17
22	80	1.51669e-17
22	81	1.50852e-17
22	82	1.51173e-17
22	83	1.50858e-17
22	84	1.50999e-17
22	85	1.52408e-17
22	86	1.52139e-17
22	87	1.52038e-17
22	88	1.52054e-17
22	89	1.525e-17
22	90	1.51249e-17
22	91	1.53314e-17
22	92	1.51995e-17
22	93	1.5254e-17
22	94	1.51969e-17
22	95	1.52629e-17
22	96	1.53025e-17
22	97	1.53364e-17
22	98	1.53242e-17
22	99	1.5392e-17

23	0	1.32036e-17
23	1	1.42132e-17
23	2	1.40603e-17
23	3	1.4363e-17
23	4	1.43766e-17
23	5	1.42664e-17
23	6	1.43038e-17
23	7	1.43826e-17
23	8	1.43913e-17
23	9	1.44414e-17
23	10	1.45508e-17
23	11	1.44753e-17
23	12	1.45366e-17
23	13	1.46835e-17
23	14	1.46423e-17
23	15	1.46678e-17
23	16	1.47762e-17
23	17	1.4689e-17
23	18	1.47082e-17
23	19	1.4832e-17
23	20	1.4825e-17
23	21	1.48669e-17
23	22	1.48803e-17
