#1:n	2:kx	3:s(n,kx)
9	41	1.09519e-15
9	42	1.11191e-15
9	43	1.10454e-15
9	44	1.11347e-15
9	45	1.1167e-15
9	46	1.11131e-15
9	47	1.11028e-15
9	48	1.10747e-15
9	49	1.11157e-15
9	50	1.09685e-15
9	51	1.10785e-15
9	52	1.10405e-15
9	53	1.11256e-15
9	54	1.10377e-15
9	55	1.10084e-15
9	56	1.09124e-15
9	57	1.0988e-15
9	58	1.09453e-15
9	59	1.09482e-15
9	60	1.09215e-15
9	61	1.10593e-15
9	62	1.10108e-15
9	63	1.11148e-15
9	64	1.1099e-15
9	65	1.1138e-15
9	66	1.13064e-15
9	67	1.13278e-15
9	68	1.12301e-15
9	69	1.12032e-15
9	70	1.12748e-15
9	71	1.12707e-15
9	72	1.12551e-15
9	73	1.13679e-15
9	74	1.13921e-15
9	75	1.13703e-15
9	76	1.14314e-15
9	77	1.15081e-15
9	78	1.15292e-15
9	79	1.14843e-15
9	80	1.16307e-15
9	81	1.15329e-15
9	82	1.15663e-15
9	83	1.15521e-15
9	84	1.15411e-15
9	85	1.16958e-15
9	86	1.16851e-15
9	87	1.16666e-15
9	88	1.16711e-15
9	89	1.18096e-15
9	90	1.17338e-15
9	91	1.1846e-15
9	92	1.17379e-15
9	93	1.18034e-15
9	94	1.17652e-15
9	95	1.17531e-15
9	96	1.18134e-15
9	97	1.17696e-15
9	98	1.1873e-15
9	99	1.18364e-15

10	0	1.02355e-15
10	1	1.09526e-15
10	2	1.09485e-15
10	3	1.10285e-15
10	4	1.10876e-15
10	5	1.1012e-15
10	6	1.10281e-15
10	7	1.11019e-15
10	8	1.10974e-15
10	9	1.11834e-15
10	10	1.11895e-15
10	11	1.11548e-15
10	12	1.12415e-15
10	13	1.12772e-15
10	14	1.11888e-15
10	15	1.12184e-15
10	16	1.12667e-15
10	17	1.1291e-15
10	18	1.12087e-15
10	19	1.13884e-15
10	20	1.13423e-15
10	21	1.13272e-15
10	22	1.12669e-15
10	23	1.13142e-15
10	24	1.13709e-15
10	25	1.12723e-15
10	26	1.12881e-15
10	27	1.13123e-15
10	28	1.13143e-15
10	29	1.13335e-15
10	30	1.12916e-15
10	31	1.12481e-15
10	32	1.12428e-15
10	33	1.11888e-15
10	34	1.11246e-15
10	35	1.11258e-15
10	36	1.10556e-15
10	37	1.1174e-15
10	38	1.11412e-15
10	39	1.11719e-15
10	40	1.11106e-15
10	41	1.09627e-15
10	42	1.11459e-15
10	43	1.11162e-15
10	44	1.11463e-15
10	45	1.11809e-15
10	46	1.11239e-15
10	47	1.11082e-15
10	48	1.10777e-15
10	49	1.11292e-15
10	50	1.10103e-15
10	51	1.11024e-15
10	52	1.10499e-15
10	53	1.11432e-15
10	54	1.1045e-15
10	55	1.10154e-15
10	56	1.09287e-15
10	57	1.09986e-15
10	58	1.09626e-15
10	59	1.09542e-15
10	60	1.09226e-15
10	61	1.10827e-15
10	62	1.1016e-15
10	63	1.1122e-15
10	64	1.11023e-15
10	65	1.11623e-15
10	66	1.13126e-15
10	67	1.13292e-15
10	68	1.12581e-15
10	69	1.12079e-15
10	70	1.13055e-15
10	71	1.12736e-15
10	72	1.12855e-15
10	73	1.13815e-15
10	74	1.14173e-15
10	75	1.13859e-15
10	76	1.14731e-15
10	77	1.15201e-15
10	78	1.15734e-15
10	79	1.15163e-15
10	80	1.16356e-15
10	81	1.15758e-15
10	82	1.15755e-15
10	83	1.16217e-15
10	84	1.15677e-15
10	85	1.17093e-15
10	86	1.17045e-15
10	87	1.16696e-15
10	88	1.16736e-15
10	89	1.18282e-15
10	90	1.17468e-15
10	91	1.18549e-15
10	92	1.17628e-15
10	93	1.18393e-15
10	94	1.1791e-15
10	95	1.17668e-15
10	96	1.18168e-15
10	97	1.17886e-15
10	98	1.19013e-15
10	99	1.18481e-15

11	0	1.02365e-15
11	1	1.10059e-15
11	2	1.09487e-15
11	3	1.10463e-15
11	4	1.10894e-15
11	5	1.10646e-15
11	6	1.10302e-15
11	7	1.1122e-15
11	8	1.10994e-15
11	9	1.12038e-15
11	10	1.12133e-15
11	11	1.11889e-15
11	12	1.12477e-15
11	13	1.12908e-15
11	14	1.12247e-15
11	15	1.12448e-15
11	16	1.12753e-15
11	17	1.1301e-15
11	18	1.12315e-15
11	19	1.13933e-15
11	20	1.13484e-15
11	21	1.13384e-15
11	22	1.12829e-15
11	23	1.13156e-15
11	24	1.13782e-15
11	25	1.13054e-15
11	26	1.13285e-15
11	27	1.13636e-15
11	28	1.13175e-15
11	29	1.13373e-15
11	30	1.13024e-15
11	31	1.12651e-15
11	32	1.12438e-15
11	33	1.11942e-15
11	34	1.11339e-15
11	35	1.1127e-15
11	36	1.10831e-15
11	37	1.11851e-15
11	38	1.12093e-15
11	39	1.12193e-15
11	40	1.11202e-15
11	41	1.0963e-15
11	42	1.11672e-15
11	43	1.11231e-15
11	44	1.11478e-15
11	45	1.1189e-15
11	46	1.11575e-15
11	47	1.11193e-15
11	48	1.10939e-15
11	49	1.11409e-15
11	50	1.10335e-15
11	51	1.1109e-15
11	52	1.10716e-15
11	53	1.11587e-15
11	54	1.10667e-15
11	55	1.10214e-15
11	56	1.09576e-15
