1.178456487257591112e+00 1.175866569076729373e+00 1.170782780893223185e+00 1.163390853299264061e+00 1.153954235895766622e+00 1.142797929693612824e+00 1.130289885744413692e+00 1.116821825173957228e+00 1.102791150240856499e+00 1.088585233101240446e+00 1.074568886360290243e+00 1.061075332578930164e+00 1.048400571755926158e+00 1.036800738049931114e+00 1.026491850908653802e+00 1.017651289706147599e+00 1.010420330383054122e+00 1.004907148953468221e+00 1.001189794205275430e+00 9.993187406955997831e-01 9.993187406956003382e-01 1.001189794205303185e+00 1.004907148953466001e+00 1.010420330383025034e+00 1.017651289706119400e+00 1.026491850908612502e+00 1.036800738050016824e+00 1.048400571755951693e+00 1.061075332578870878e+00 1.074568886360203646e+00 1.088585233101253102e+00 1.102791150240795215e+00 1.116821825173998750e+00 1.130289885744383049e+00 1.142797929693596837e+00 1.153954235895794822e+00 1.163390853299233418e+00 1.170782780893309560e+00 1.175866569076701840e+00 1.178456487257562024e+00
1.175866569076698731e+00 1.173286328155572766e+00 1.168221386289829855e+00 1.160856507439350649e+00 1.151453807820534525e+00 1.140336707945922123e+00 1.127871461853308777e+00 1.114448102016596387e+00 1.100462456049897675e+00 1.086300513282543179e+00 1.072325941997575471e+00 1.058871075878952350e+00 1.046231273377222992e+00 1.034662247727921258e+00 1.024379779668748380e+00 1.015561148254028323e+00 1.008347623407448657e+00 1.002847428904773297e+00 9.991386806887068150e-01 9.972719131943149629e-01 9.972719131943591497e-01 9.991386806887214700e-01 1.002847428904758198e+00 1.008347623407462645e+00 1.015561148254014556e+00 1.024379779668824320e+00 1.034662247727923479e+00 1.046231273377249416e+00 1.058871075878995205e+00 1.072325941997591014e+00 1.086300513282570268e+00 1.100462456049881022e+00 1.114448102016595055e+00 1.127871461853351187e+00 1.140336707945892369e+00 1.151453807820532305e+00 1.160856507439363750e+00 1.168221386289874708e+00 1.173286328155601632e+00 1.175866569076697621e+00
1.170782780893259156e+00 1.168221386289857611e+00 1.163193138632375501e+00 1.155880903226197853e+00 1.146544178304985007e+00 1.135503283178077805e+00 1.123121145233282769e+00 1.109784491345285007e+00 1.095886073080863721e+00 1.081809186697395120e+00 1.067915282156576273e+00 1.054534982336719828e+00 1.041962425378286206e+00 1.030452540683264973e+00 1.020220684254772747e+00 1.011443981295720773e+00 1.004263729990172438e+00 9.987882828220674414e-01 9.950959155385747934e-01 9.932372996347291760e-01 9.932372996347293981e-01 9.950959155386037702e-01 9.987882828221095188e-01 1.004263729990142462e+00 1.011443981295751415e+00 1.020220684254720345e+00 1.030452540683251872e+00 1.041962425378312185e+00 1.054534982336691629e+00 1.067915282156534529e+00 1.081809186697393788e+00 1.095886073080936551e+00 1.109784491345229052e+00 1.123121145233267892e+00 1.135503283178033618e+00 1.146544178304982120e+00 1.155880903226182310e+00 1.163193138632408585e+00 1.168221386289872488e+00 1.170782780893247166e+00
1.163390853299192118e+00 1.160856507439353980e+00 1.155880903226137457e+00 1.148644141882721570e+00 1.139401912843636566e+00 1.128470028285595284e+00 1.116206588400766364e+00 1.102993534578901480e+00 1.089219180539408471e+00 1.075262957134136332e+00 1.061483155172206816e+00 1.048207991138374595e+00 1.035729922197222930e+00 1.024302839798787224e+00 1.014141587733153216e+00 1.005423171156311080e+00 9.982890258798400307e-01 9.928477758132696618e-01 9.891779965723809243e-01 9.873306060604495338e-01 9.873306060604648549e-01 9.891779965723664914e-01 9.928477758132830955e-01 9.982890258798243766e-01 1.005423171156270223e+00 1.014141587733200289e+00 1.024302839798844955e+00 1.035729922197236474e+00 1.048207991138432549e+00 1.061483155172177062e+00 1.075262957134160757e+00 1.089219180539336973e+00 1.102993534578903478e+00 1.116206588400794786e+00 1.128470028285623039e+00 1.139401912843647890e+00 1.148644141882704695e+00 1.155880903226197409e+00 1.160856507439347984e+00 1.163390853299247629e+00
1.153954235895794378e+00 1.151453807820516539e+00 1.146544178305026529e+00 1.139401912843636788e+00 1.130277833099770923e+00 1.119481999152668550e+00 1.107366363897954731e+00 1.094306794145456285e+00 1.080685997327275549e+00 1.066878556479283313e+00 1.053238844667981899e+00 1.040092148180286058e+00 1.027728942096402198e+00 1.016401971922476166e+00 1.006325613442735412e+00 9.976769017807316509e-01 9.905976193223597903e-01 9.851968858275812480e-01 9.815537794522798398e-01 9.797196162768324612e-01 9.797196162768342376e-01 9.815537794523225834e-01 9.851968858275360619e-01 9.905976193223891002e-01 9.976769017807355366e-01 1.006325613442768052e+00 1.016401971922405334e+00 1.027728942096401532e+00 1.040092148180271403e+00 1.053238844667995444e+00 1.066878556479178508e+00 1.080685997327258896e+00 1.094306794145442963e+00 1.107366363897940742e+00 1.119481999152683205e+00 1.130277833099754714e+00 1.139401912843605924e+00 1.146544178304998107e+00 1.151453807820508990e+00 1.153954235895799263e+00
1.142797929693635250e+00 1.140336707945874162e+00 1.135503283178074030e+00 1.128470028285639692e+00 1.119481999152613483e+00 1.108842454603018002e+00 1.096896098566355393e+00 1.084011663679554260e+00 1.070565313444796551e+00 1.056926025310053641e+00 1.043443709382520623e+00 1.030440396903618883e+00 1.018204462554900047e+00 1.006987563580829415e+00 9.970037998785155064e-01 9.884305160379358579e-01 9.814101602018575621e-01 9.760526624040736232e-01 9.724378747195304706e-01 9.706177096143080441e-01 9.706177096143385752e-01 9.724378747194581951e-01 9.760526624040851695e-01 9.814101602018298065e-01 9.884305160378973332e-01 9.970037998785343802e-01 1.006987563580800549e+00 1.018204462554883172e+00 1.030440396903676614e+00 1.043443709382537055e+00 1.056926025310052308e+00 1.070565313444752142e+00 1.084011663679597337e+00 1.096896098566371158e+00 1.108842454603033545e+00 1.119481999152696083e+00 1.128470028285595061e+00 1.135503283178076028e+00 1.140336707945859729e+00 1.142797929693605941e+00
1.130289885744337086e+00 1.127871461853319879e+00 1.123121145233306750e+00 1.116206588400737054e+00 1.107366363898055317e+00 1.096896098566396693e+00 1.085132387722557157e+00 1.072436022268983491e+00 1.059175934749434944e+00 1.045714979876937623e+00 1.032398284547877187e+00 1.019544506246994109e+00 1.007439986887849415e+00 9.963355186262837782e-01 9.864452628301199066e-01 9.779472782830501698e-01 9.709851033221130745e-01 9.656698777394011612e-01 9.620825633496384865e-01 9.602759105442417731e-01 9.602759105441425191e-01 9.620825633496530305e-01 9.656698777393840638e-01 9.709851033221982286e-01 9.779472782830402888e-01 9.864452628301535464e-01 9.963355186262686791e-01 1.007439986887762373e+00 1.019544506246981452e+00 1.032398284547922263e+00 1.045714979876968709e+00 1.059175934749363890e+00 1.072436022268982381e+00 1.085132387722600456e+00 1.096896098566310984e+00 1.107366363897994699e+00 1.116206588400779465e+00 1.123121145233252127e+00 1.127871461853407142e+00 1.130289885744351963e+00
1.116821825174011629e+00 1.114448102016565523e+00 1.109784491345280788e+00 1.102993534578914581e+00 1.094306794145384787e+00 1.084011663679567361e+00 1.072436022269024347e+00 1.059932170823299158e+00 1.046861377709783048e+00 1.033580096646266488e+00 1.020428569067331148e+00 1.007722154180813012e+00 9.957453985175201971e-01 9.847485984683187477e-01 9.749464383133918943e-01 9.665181994500755547e-01 9.596090196128993499e-01 9.543317147623673335e-01 9.507687420703866410e-01 9.489739644459115331e-01 9.489739644459548318e-01 9.507687420703575532e-01 9.543317147624086338e-01 9.596090196128401750e-01 9.665181994501204077e-01 9.749464383134237577e-01 9.847485984683030935e-01 9.957453985175338529e-01 1.007722154180742180e+00 1.020428569067332036e+00 1.033580096646240509e+00 1.046861377709756624e+00 1.059932170823270736e+00 1.072436022268981715e+00 1.084011663679581572e+00 1.094306794145471162e+00 1.102993534578901036e+00 1.109784491345268576e+00 1.114448102016523334e+00 1.116821825173953231e+00
1.102791150240763240e+00 1.100462456049906335e+00 1.095886073080946765e+00 1.089219180539350518e+00 1.080685997327303305e+00 1.070565313444752809e+00 1.059175934749449599e+00 1.046861377709739749e+00 1.033975056442736351e+00 1.020866967794890945e+00 1.007872561022592262e+00 9.953041387404842899e-01 9.834448267111199904e-01 9.725449053918168163e-01 9.628201304862841203e-01 9.544515816448569945e-01 9.475865559711097452e-01 9.423400492419421459e-01 9.387964256097107718e-01 9.370109515447929693e-01 9.370109515447497817e-01 9.387964256097671711e-01 9.423400492418989582e-01 9.475865559711112995e-01 9.544515816448015944e-01 9.628201304861717658e-01 9.725449053918441278e-01 9.834448267110739161e-01 9.953041387404987228e-01 1.007872561022622460e+00 1.020866967794877400e+00 1.033975056442723250e+00 1.046861377709783936e+00 1.059175934749420511e+00 1.070565313444779898e+00 1.080685997327316406e+00 1.089219180539363840e+00 1.095886073080889922e+00 1.100462456049907667e+00 1.102791150240819862e+00
1.088585233101280858e+00 1.086300513282568048e+00 1.081809186697435532e+00 1.075262957134177411e+00 1.066878556479210260e+00 1.056926025310010342e+00 1.045714979876954942e+00 1.033580096646267599e+00 1.020866967794891611e+00 1.007919272670499966e+00 9.950679236127110139e-01 9.826225350890260835e-01 9.708652797167660609e-01 9.600469649903301539e-01 9.503850051135342980e-01 9.420628734743612398e-01 9.352305933660749471e-01 9.300058430287730937e-01 9.264753006495465293e-01 9.246959224303626934e-01 9.246959224303623603e-01 9.264753006495307641e-01 9.300058430287440059e-01 9.352305933661334558e-01 9.420628734743494714e-01 9.503850051135519506e-01 9.600469649902728664e-01 9.708652797168345616e-01 9.826225350891394372e-01 9.950679236126688254e-01 1.007919272670513511e+00 1.020866967794890945e+00 1.033580096646240065e+00 1.045714979876911199e+00 1.056926025310008344e+00 1.066878556479192275e+00 1.075262957134204056e+00 1.081809186697409997e+00 1.086300513282585367e+00 1.088585233101237115e+00
